"2STEP_AUTHORIZATION_ENABLED"	"귀하의 계정을 보호하고 있습니다."
"LOGIN_STEAM_DESC"	"Steam 프로필을 사용하여 게임에 로그인합니다."
"LOGIN_STEAM_TITLE"	"Steam ID로 로그인"
"Login_termsofuse"	"이용 약관"
"LOGIN_TITLE"	"인장"
"LOGIN_USERNAME_TITLE"	"이메일"
"LOGIN_WAITING_IN_LQ_TEXT"	"게임 입장 대기열에 등록되었습니다. 연결 속도가 느리면 게임의 성능이 불안정해질 수 있습니다."
"LOGIN_WAITING_IN_LQ_TITLE"	"예상 대기 시간:"
"MAP_DESC_ARENA_CANYON"	"바위로 둘러싸인 전장입니다."
"MAP_DESC_ARIZONA_CASTLE"	"사막 중심부에 있는 미치광이 지입니다."
"MAP_DESC_ARIZONA_SILO"	"사막의 버려진 우주 기지입니다."
"MAP_DESC_BRIDGE"	"말라붙은 강바닥"
"MAP_DESC_BUILDING_YARD"	"미완성 제분소"
"MAP_DESC_BUILDING_YARD2"	"미완성 제분소"
"MAP_DESC_BUILDING_YARD3"	"미완성 제분소"
"MAP_DESC_BUILDING_YARD_HALLOWEEN"	"미완성 제분소"
"MAP_DESC_CASTLE"	"옛 요새 인근의 초소"
"MAP_DESC_CEMETERY_HIGHWAY"	"대도시 통로"
"MAP_DESC_CITYRUIN"	"옛 마을의 파괴된 사원"
"MAP_DESC_FACTORY"	"산성 주의"
"MAP_DESC_FRENZIED_TRACK"	"사막 협곡에 있는 캠프입니다."
"MAP_DESC_HANGAR"	"당신의 차고"
"MAP_DESC_HANGAR_HALLOWEEN"	"당신의 차고"
"MAP_DESC_HANGAR_NEWYEAR"	"이곳은 축제의 열기가 뜨겁습니다"
"MAP_DESC_IRON_WAY"	"한때 강력했던 위성 도시의 폐허입니다."
"MAP_DESC_IRON_WAY_CENTER"	"전 라디오 중계소"
"MAP_DESC_LOST_COAST"	"강둑의 언덕"
"MAP_DESC_MINERS_WAY"	"사막의 광산"
"MAP_DESC_MOUNTAIN_SERPANTIN"	"구불구불한 산길"
"MAP_DESC_PORT"	"예전 항구 마을"
"MAP_DESC_PORT_NEWYEAR"	"그론치의 은신처"
"MAP_DESC_POWERPLANT"	"버려진 발전소"
"MAP_DESC_PVE_CANYONS"	"가장 강력한 자들도 두려워하는 협곡"
"MAP_DESC_REFINERY_NEWYEAR"	"그론치의 은신처"
"MAP_DESC_RIVERPORT"	"말라붙은 강바닥에 자리 잡은 거주지"
"MAP_DESC_ROCKCITY"	"단단한 돌 안에 건설된 거주지"
"MAP_DESC_ROCKCITY_2BASES"	"이 행성의 미래 모습이 나타난 협곡"
"MAP_DESC_ROCKTEST"	"단단한 돌 안에 건설된 거주지"
"MAP_DESC_SAND_VALLEY"	"사막 어딘가"
"MAP_DESC_SAND_VALLEY_HALLOWEEN"	"사막 어딘가"
"MAP_DESC_TUTORIAL"	"신병들이 솜씨를 시험할 수 있는 시험장입니다."
"MAP_HINT_TITLE1"	"임무"
"MAP_HINT_TITLE2"	"레이드"
"MAP_TITLE_ARENA_CANYON"	"엘 디아블로 고르게"
"MAP_TITLE_ARIZONA_CASTLE"	"칸의 분노"
"MAP_TITLE_ARIZONA_SILO"	"부서진 화살"
"MAP_TITLE_BRIDGE"	"다리"
"MAP_TITLE_BUILDING_YARD"	"구역 EX"
"MAP_TITLE_BUILDING_YARD_HALLOWEEN"	"구역 EX"
"MAP_TITLE_CASTLE"	"요새"
"MAP_TITLE_cemetery_highway"	"죽음의 고속도로"
"MAP_TITLE_CITYRUIN"	"옛 마을"
"MAP_TITLE_FACTORY"	"공장"
"MAP_TITLE_FRENZIED_TRACK"	"두 개의 탑"
"MAP_TITLE_HANGAR"	"차고"
"MAP_TITLE_HANGAR_HALLOWEEN"	"차고"
"MAP_TITLE_HANGAR_NEWYEAR"	"축제 차고"
"MAP_TITLE_IRON_WAY"	"동부 도시"
"MAP_TITLE_IRON_WAY_CENTER"	"'컨트롤-17' 기지"
"MAP_TITLE_LOST_COAST"	"길 잃은 자의 해안"
"MAP_TITLE_MINERS_WAY"	"저주받은 광산"
"MAP_TITLE_MOUNTAIN_SERPANTIN"	"뱀"
"MAP_TITLE_PORT"	"터미널-45"
"MAP_TITLE_PORT_NEWYEAR"	"터미널-45"
"MAP_TITLE_POWERPLANT"	"발전소"
"MAP_TITLE_POWERPLANT_NEWYEAR"	"버려진 발전소"
"MAP_TITLE_PVE_CANYONS"	"죽음의 계곡"
"MAP_TITLE_REFINERY"	"정제 장치"
"MAP_TITLE_REFINERY_NEWYEAR"	"정제 장치"
"MAP_TITLE_RIVERPORT"	"배 무덤"
"MAP_TITLE_ROCKCITY"	"록 시티"
"MAP_TITLE_ROCKCITY_2BASES"	"설립자의 협곡"
"MAP_TITLE_ROCKTEST"	"록 시티 테스트"
"MAP_TITLE_SAND_VALLEY"	"사막 골짜기"
"MAP_TITLE_SAND_VALLEY_HALLOWEEN"	"사막 골짜기"
"MAP_TITLE_test_map"	"시험용 지도"
"MAP_TITLE_TUTORIAL"	"협곡"
"mask_ambulance_desc"	"모르투스는 치료제가 발명되지 않은 Crossout 질병에 걸린 사람들을 치료하려고 오랜 시간 동안 발버둥쳤습니다. 죽어가는 사람들을 너무 많이 보고, 단말마 비명을 너무 많이 들은 탓에 그는 결국 온전한 정신을 잃어버리고 말았습니다. 이제 그는 도움을 요청하는 사람들의 목소리를 환청으로 듣고, 실재하지 않는 것들을 봅니다. (아니, 어쩌면 알 수 없는 이유로 다른 사람들이 보지 못하는 것일지도 모릅니다.) 모르투스는 지금 생물체 전반과 특히 인류가 지구를 오염시키는 질병이라고 믿습니다. 그리고 전력을 기울여 지구라는 행성을 치료하려고 합니다."
"Mask_DLC_3_name"	"망령"
"Mask_football_Desc"	"헥터는 황무지에서 가장 난폭한 축구 팬이며, 골짜기 최고의 스포츠 전문 기자이기도 합니다. 누군가는 재앙 이후 더 이상 스포츠도, 기자도 없기 때문이라며 농담을 합니다. 하지만 헥터의 고함 지르기와 호각 불기, 주먹다짐 솜씨가 탁월한 것은 사실입니다. |그는 항상 스포츠인으로 살며 팬들에게 존재감을 과시할 수 있는 더 나은 곳으로 가기를 꿈꾸었고, 세상이 지옥으로 변해버렸을 때도 종말을 핑계 삼아 꿈을 접지는 않을 거라고 다짐했습니다. 이상주의자들에게 있어 어려운 시기이기에 헥터는 먹고 살 일이 막막한 경우가 많았지만, 최근 그를 눈여겨본 흉터 AB는 헥터를 초대하여 강철 챔피언십 조직에 도움을 청했습니다."
"Mask_football_Name"	"헥터"
"Mask_Maxine_Desc"	"누구나 한 번은 집에 혼자 머물러야 했던 때가 있습니다. 하지만 맥신은 예외였습니다. 어린 시절 그녀는 무전기를 발견하고는 한 번도 품에서 떼어놓지 않았습니다. 밤이면 무전기에서 목소리가 흘러나와 맥신에게 놀라운 이야기를 들려줬습니다. 하늘에 떠 있는 침묵의 별과, 그녀가 지켜만 봐야 했던 신비한 배들에 대한 이야기였습니다.|조용한 삶은 몇 년 후 끝이 났습니다. 그 목소리가 맥신에게 집안의 모든 TV를 부수고 숲으로 달아나라고 말했습니다. 곧 찾아올 재앙을 피해야 한다고 했습니다. 며칠 후, 재앙이 찾아왔습니다.|그 이후로 많은 피가 흘렀고, 목소리의 요구는 점점 더 이상해졌습니다. 하지만 맥신은 옛 친구의 말을 믿으며 새로운 대혼란을 예측할 때를 기다립니다. 이번에는 이 미친 소녀의 말이 외면받지는 않을 겁니다. 온 세상이 미쳐버렸으니까요."
"Mask_Maxine_Name"	"맥신"
"Mask_Mechanics_3_name"	"멘토"
"Mask_PSN_Exclusive_pack_Desc"	"헌터는 실력이 좋은 경찰이었습니다. 어쩌면 실력이 너무 좋았습니다. 특히 불법 외계인을 찾아내고 체포할 때 그랬습니다. 그리고 울컥하는 성질과 반항심만 없었다면, 탐정이 될 수도 있었습니다. 그가 철창의 반대쪽에 있어야 한다고 생각하는 사람들도 있었습니다.||문명이 붕괴했을 때, 그는 도시를 떠나 한 무리의 생존자들을 강도와 광인들로부터 지켜 주었습니다. 한동안 그들은 황야가 되어버린 땅을 함께 누비며 더 많은 생존자들을 구했고, 작은 거주지를 만들어 헌터는 그 자체로 법률이 되었습니다.|살육의 필요성 때문에 헌터는 더욱 거칠고 오만해졌습니다. 그리고 인종 혐오가 결국에는 길 잃은 자들에 대한 증오로 이어졌습니다.||하루는 그가 붕대를 칭칭 감은 붉은 피부의 사람을 보호소에 들이기를 거부했고, 그 과정에서 그 불쌍한 친구를 아끼는 경광봉으로 구타하기까지 했습니다. 헌터가 자신의 행동을 뉘우치고, 초대받지 못한 손님을 따라가 화를 이기지 못한 것을 사과하려 했을 때, 그는 누더기 한 무더기만 발견했습니다.|그리고 다음 날 아침, 거대한 빨간색 개미 떼가 마을을 가득 채우고, 모래를 제외한 모든 것을 집어삼키며 마을을 말 그대로 붕괴시켰습니다. 모든 사람이 탈출하지는 못했습니다...||그 이후로 헌터는 안경과 가면을 벗는 일이 없습니다. 자신의 얼굴이나 무언가 다른 것을 숨기기라도 하는 듯이..."
"Mask_XBOX_Exclusive_pack_Desc"	"전투 차량 조종사 케일럽 비르키스트는 분쟁 지역에서 평화 수호 임무를 수행하던 도중 머리에 부상을 당했습니다. 이제 육체적인 힘은 돌아왔지만, 정신은 온전히 회복되지 않았고, 결국 그는 군대에서 명예 제대했습니다.|그리고 그가 찾을 수 있는 일자리는 택시 운전수 자리밖에 없었지만, 결국에는 자신의 직업과 차와 사랑에 빠지게 되었습니다.|전투 기술 덕분에 그는 대재앙에서 살아남았고, 몇 명의 승객을 안전한 곳까지 데려다 주기도 했습니다. 재앙이 일어난 후 처음 며칠 동안에 그는 도시로 가서 시민들을 구하고 또 구했습니다. 하지만 강도들과 충돌할 때마다 그의 마음은 회복될 수 없게 손상되었습니다. 케일럽은 점점 더 인류에 실망했습니다. 차츰 그는 말을 잊어버리고 점점 더 발작적이고 통제할 수 없는 분노에 사로잡혔습니다. 그리고 이런 발작을 겪은 후 그는 홀로 황무지로 떠나, 흔적도 없이 사라졌습니다.|몇 년이 지나고, 광인 칼리반에 대한 소문이 돌기 시작했습니다. 그는 버려진 매립지에서 여행자들을 공격하고, 희상자의 사체를 검정색과 주황색이 섞인 자신의 차 조수석에 싣고 다닌다고 합니다. 그리고 뼈가 삭아 사라질 때쯤, 그는 새로운 동반자를 찾아 떠난다고도 합니다.|이 근방에서 그의 차가 목격되었다는 소문이 있습니다."
"MASS_TITLE"	"무게"
"MASS_UNIT"	"kg."
"MATCHMAKING"	"상대 찾는 중"
"MAXAMMO_TITLE"	"최대 탄환"
"MAX_DEPLOYAMMO_TITLE"	"실행"
"MBP_Info_Canyon"	"협곡"
"mechanics_Boss_easy"	"사냥꾼"
"mechanics_Boss_hard"	"포경선"
"mechanics_Boss_medium"	"새 사냥꾼"
"mechanics_GunneryKiller_hard"	"공병"
"mechanics_GunneryKiller_medium"	"공병"
"mechanics_MeatKiller_easy"	"스패너"
"mechanics_MeatKiller_hard"	"스패너"
"mechanics_MeatKiller_medium"	"스패너"
"mechanics_MeleeKiller_easy"	"기계 기술자"
"mechanics_MeleeKiller_hard"	"기계 기술자"
"mechanics_MeleeKiller_medium"	"기계 기술자"
"mechanics_OfficerKiller_hard"	"스페셜리스트"
"mechanics_OfficerKiller_medium"	"스페셜리스트"
"MEDALS_Category_FIRST"	"경쟁 패치"
"MEDALS_Category_MULTIKILLS"	"다중 처치 패치"
"MEDALS_Category_OTHER"	"기타 패치"
"MEDALS_Category_OTHERS"	"자동차 부품 패치"
"MEDALS_Category_SPECIAL"	"모듈 패치"
"MEDALS_Category_SPECIALKILLS"	"특별 처치 패치"
"MEDALS_Category_SPREE"	"스트릭 패치"
"MEDALS_Category_SURVIVE"	"생존 패치"
"MEDAL_DESC_ASSIST_SPREE"	"죽지 않고 {$val$;기;기}의 적 처치를 도움"
"MEDAL_DESC_BACKSTAB"	"투명 상태에서 벗어나고 $param$초 후에 적 파괴"
"MEDAL_DESC_BEST_PLAYER"	"최고 점수를 획득하고 승리"
"MEDAL_DESC_COMPANION_DESTRUCTION"	"적 컴패니언 {$val$;개;개} 파괴"
"MEDAL_DESC_COMPANION_KILL_STREAK"	"컴패니언과 함께 적 {$val$;기;기} 파괴"
"MEDAL_DESC_COMPANION_OWNER_DESTRUCTION"	"컴패니언이 소유자를 보호하는 동안 소유자 {$val$;기;기} 파괴"
"MEDAL_DESC_CRUISE_MISSILE_KILL_STREAK"	"미사일로 적 {$val$;기;기} 파괴"
"MEDAL_DESC_DECONSTRUCTOR"	"사격으로 적에게서 {$val$;개;개}의 부품 떨어뜨리기"
"MEDAL_DESC_ENERGY_KILL_STREAK"	"에너지 피해로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_EXPLOSIVE_KILL_STREAK"	"폭탄으로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_FIREARM_KILL_STREAK"	"탄환으로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_FIRST_BLOOD"	"전투에서 처음으로 적 처치"
"MEDAL_DESC_FLAME_KILL_STREAK"	"화염 피해로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_FLAWLESS"	"전투 시 피해를 받지 않음"
"MEDAL_DESC_FROM_THE_GRAVE"	"죽은 후 적 파괴"
"MEDAL_DESC_HUMPTY_DUMPTY"	"$val$번의 도움을 받음"
"MEDAL_DESC_KILLING_SPREE_0"	"수많은 적 파괴"
"MEDAL_DESC_KILLJOY"	"연속 처치 차단"
"MEDAL_DESC_LIFTER"	"{$val$;명;명}의 친구를 도움"
"MEDAL_DESC_MELEE_KILL_STREAK"	"근접 전투에서 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_MORTAR_KILL_STREAK"	"화포로 적 {$val$;기;기} 연속으로 파괴"
"MEDAL_DESC_MULTI_KILL"	"각각 $param$초 내의 시차로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_ON_LAST_LEGS"	"10%의 내구성으로 생존"
"MEDAL_DESC_PVEDEF_TOWER_LOW_HP"	"방어에 성공한 후 펌프잭의 남은 내구도 3% 미만"
"MEDAL_DESC_PVEDEF_TOWER_NO_DMG"	"방어에 성공한 후 펌프잭의 남은 내구도 100%"
"MEDAL_DESC_PVE_BOSS_MELEE_KILL_0"	"충돌로 리더 처치"
"MEDAL_DESC_PVE_MANY_RESPAWNS"	"레이드에서 $val$회 부활"
"MEDAL_DESC_PVE_NO_RESPAWN"	"레이드에서 차를 한 번도 복구하지 않고 승리"
"MEDAL_DESC_PVE_PLAYER_NO_DMG_RECEIVED_0"	"레이드에서 피해를 받지 않고 승리"
"MEDAL_DESC_PVE_TOWER_LOW_HP_0"	"펌프잭이 가까스로 무사합니다."
"MEDAL_DESC_PVE_TOWER_NO_DMG_RECEIVED_0"	"펌프잭이 피해를 입지 않았습니다."
"MEDAL_DESC_QCOPTER_DESTRUCTION"	"{$val$;기;기}의 드론 파괴"
"MEDAL_DESC_QCOPTER_KILL_STREAK"	"드론으로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_QCOPTER_OWNER_DESTRUCTION"	"드론이 공중에 떠 있는 상태에서 소유자 처치"
"MEDAL_DESC_STEALTH_BREAK"	"적을 투명 상태에서 끌어냅니다."
"MEDAL_DESC_TURRET_DESTRUCTION"	"포탑 {$val$;개;개} 파괴"
"MEDAL_DESC_TURRET_KILL_STREAK"	"포탑으로 {$val$;기;기}의 적 파괴"
"MEDAL_DESC_TURRET_OWNER_DESTRUCTION"	"포탑으로 보호받는 적 처치"
"MEDAL_DESC_UNDER_THE_DOME"	"방패로 $val$의 피해 막기"
"MEDAL_DESC_UNYIELDING"	"MVP의 점수 절반 이상 획득"
"MEDAL_LVL"	"$lvl$"
"MEDAL_NAME_ASSIST_SPREE_0"	"조수"
"MEDAL_NAME_ASSIST_SPREE_1"	"조수 2"
"MEDAL_NAME_ASSIST_SPREE_2"	"조수 3"
"MEDAL_NAME_ASSIST_SPREE_3"	"조수 4"
"MEDAL_NAME_ASSIST_SPREE_4"	"조수 5"
"MEDAL_NAME_ASSIST_SPREE_5"	"조수 6"
"MEDAL_NAME_ASSIST_SPREE_6"	"조수 7"
"MEDAL_NAME_BACKSTAB_0"	"뒤치기"
"MEDAL_NAME_BEST_PLAYER_0"	"MVP"
"MEDAL_NAME_COMPANION_DESTRUCTION_0"	"리더 I"
"MEDAL_NAME_COMPANION_DESTRUCTION_1"	"리더 II"
"MEDAL_NAME_COMPANION_DESTRUCTION_2"	"리더 III"
"MEDAL_NAME_COMPANION_KILL_STREAK_0"	"인형사 I"
"MEDAL_NAME_COMPANION_KILL_STREAK_1"	"인형사 II"
"MEDAL_NAME_COMPANION_KILL_STREAK_2"	"인형사 III"
"MEDAL_NAME_COMPANION_OWNER_DESTRUCTION_0"	"끈 자르기"
"MEDAL_NAME_CRUISE_MISSILE_KILL_STREAK_0"	"정찰기 I"
"MEDAL_NAME_CRUISE_MISSILE_KILL_STREAK_1"	"정찰기 II"
"MEDAL_NAME_CRUISE_MISSILE_KILL_STREAK_2"	"정찰기 III"
"MEDAL_NAME_DECONSTRUCTOR_0"	"해체자"
"MEDAL_NAME_DECONSTRUCTOR_1"	"해체자 2"
"MEDAL_NAME_DECONSTRUCTOR_2"	"해체자 3"
"MEDAL_NAME_DECONSTRUCTOR_3"	"해체자 4"
"MEDAL_NAME_ENERGY_KILL_STREAK_0"	"엑스레이 I"
"MEDAL_NAME_ENERGY_KILL_STREAK_1"	"엑스레이 II"
"MEDAL_NAME_ENERGY_KILL_STREAK_2"	"엑스레이 III"
"MEDAL_NAME_EXPLOSIVE_KILL_STREAK_0"	"파괴자"
"MEDAL_NAME_EXPLOSIVE_KILL_STREAK_1"	"파괴자 2"
"MEDAL_NAME_EXPLOSIVE_KILL_STREAK_2"	"파괴자 3"
"MEDAL_NAME_FIREARM_KILL_STREAK_0"	"총잡이"
"MEDAL_NAME_FIREARM_KILL_STREAK_1"	"총잡이 2"
"MEDAL_NAME_FIREARM_KILL_STREAK_2"	"총잡이 3"
"MEDAL_NAME_FIRST_BLOOD_0"	"처음 흐른 피"
"MEDAL_NAME_FLAME_KILL_STREAK_0"	"바비큐"
"MEDAL_NAME_FLAME_KILL_STREAK_1"	"치명적인 그을음"
"MEDAL_NAME_FLAME_KILL_STREAK_2"	"방화광"
"MEDAL_NAME_FLAWLESS_0"	"무결점"
"MEDAL_NAME_FROM_THE_GRAVE_0"	"사후 세계"
"MEDAL_NAME_HUMPTY_DUMPTY_0"	"텀블러"
"MEDAL_NAME_KILLING_SPREE_0"	"종결자"
"MEDAL_NAME_KILLING_SPREE_1"	"종결자 2"
"MEDAL_NAME_KILLING_SPREE_2"	"종결자 3"
"MEDAL_NAME_KILLING_SPREE_3"	"종결자 4"
"MEDAL_NAME_KILLING_SPREE_4"	"종결자 5"
"MEDAL_NAME_KILLING_SPREE_5"	"종결자 6"
"MEDAL_NAME_KILLING_SPREE_6"	"종결자 7"
"MEDAL_NAME_KILLJOY_0"	"휴식"
"MEDAL_NAME_LIFTER_0"	"자원 봉사자"
"MEDAL_NAME_LIFTER_1"	"수호성인"
"MEDAL_NAME_LIFTER_2"	"후원자"
"MEDAL_NAME_LIFTER_3"	"이타주의자"
"MEDAL_NAME_MELEE_KILL_STREAK_0"	"램"
"MEDAL_NAME_MELEE_KILL_STREAK_1"	"램 2"
"MEDAL_NAME_MELEE_KILL_STREAK_2"	"램 3"
"MEDAL_NAME_MORTAR_KILL_STREAK_0"	"사수 I"
"MEDAL_NAME_MORTAR_KILL_STREAK_1"	"사수 II"
"MEDAL_NAME_MORTAR_KILL_STREAK_2"	"사수 III"
"MEDAL_NAME_MULTI_KILL_0"	"죽음의 천사"
"MEDAL_NAME_MULTI_KILL_1"	"죽음의 천사 2"
"MEDAL_NAME_MULTI_KILL_2"	"죽음의 천사 3"
"MEDAL_NAME_MULTI_KILL_3"	"죽음의 천사 4"
"MEDAL_NAME_MULTI_KILL_4"	"죽음의 천사 5"
"MEDAL_NAME_MULTI_KILL_5"	"죽음의 천사 6"
"MEDAL_NAME_MULTI_KILL_6"	"죽음의 천사 7"
"MEDAL_NAME_ON_LAST_LEGS_0"	"쓰레드별"
"MEDAL_NAME_PVEDEF_TOWER_LOW_HP_0"	"순전한 운"
"MEDAL_NAME_PVEDEF_TOWER_NO_DMG_0"	"완벽한 방어"
"MEDAL_NAME_PVE_BOSS_MELEE_KILL_0"	"리더 걷어차기"
"MEDAL_NAME_PVE_MANY_RESPAWNS_0"	"불사신?"
"MEDAL_NAME_PVE_MANY_RESPAWNS_1"	"산사라"
"MEDAL_NAME_PVE_NO_RESPAWN_0"	"강심장"
"MEDAL_NAME_PVE_PLAYER_NO_DMG_RECEIVED_0"	"유령"
"MEDAL_NAME_PVE_TOWER_LOW_HP_0"	"횡재"
"MEDAL_NAME_PVE_TOWER_NO_DMG_RECEIVED_0"	"슈퍼 수호자"
"MEDAL_NAME_QCOPTER_DESTRUCTION_0"	"박멸자"
"MEDAL_NAME_QCOPTER_DESTRUCTION_1"	"박멸자 2"
"MEDAL_NAME_QCOPTER_DESTRUCTION_2"	"박멸자 3"
"MEDAL_NAME_QCOPTER_DESTRUCTION_3"	"박멸자"
"MEDAL_NAME_QCOPTER_KILL_STREAK_0"	"하늘에서 죽음이"
"MEDAL_NAME_QCOPTER_KILL_STREAK_1"	"무리 마스터"
"MEDAL_NAME_QCOPTER_KILL_STREAK_2"	"지배자"
"MEDAL_NAME_QCOPTER_KILL_STREAK_3"	"무리 마스터"
"MEDAL_NAME_QCOPTER_OWNER_DESTRUCTION_0"	"하늘의 선장"
"MEDAL_NAME_QCOPTER_OWNER_DESTRUCTION_1"	"하늘의 선장 2"
"MEDAL_NAME_QCOPTER_OWNER_DESTRUCTION_2"	"하늘의 선장 3"
"MEDAL_NAME_QCOPTER_OWNER_DESTRUCTION_3"	"하늘의 선장 4"
"MEDAL_NAME_STEALTH_BREAK_0"	"맹목적 분노"
"MEDAL_NAME_TURRET_DESTRUCTION_0"	"분리"
"MEDAL_NAME_TURRET_DESTRUCTION_1"	"공격"
"MEDAL_NAME_TURRET_DESTRUCTION_2"	"모두 엎드려"
"MEDAL_NAME_TURRET_DESTRUCTION_3"	"공격"
"MEDAL_NAME_TURRET_KILL_STREAK_0"	"핸즈프리"
"MEDAL_NAME_TURRET_KILL_STREAK_1"	"내가 아니었어"
"MEDAL_NAME_TURRET_KILL_STREAK_2"	"폴터가이스트"
"MEDAL_NAME_TURRET_KILL_STREAK_3"	"핸즈프리"
"MEDAL_NAME_TURRET_OWNER_DESTRUCTION_0"	"방어 꿰뚫기"
"MEDAL_NAME_TURRET_OWNER_DESTRUCTION_1"	"방어 꿰뚫기 2"
"MEDAL_NAME_TURRET_OWNER_DESTRUCTION_2"	"방어 꿰뚫기 3"
"MEDAL_NAME_TURRET_OWNER_DESTRUCTION_3"	"방어 꿰뚫기 4"
"MEDAL_NAME_UNDER_THE_DOME_0"	"이지스 I"
"MEDAL_NAME_UNDER_THE_DOME_1"	"이지스 II"
"MEDAL_NAME_UNDER_THE_DOME_2"	"이지스 III"
"MEDAL_NAME_UNYIELDING_0"	"불굴"
"MENU_ESCAPE_PROMOACC_WIPE"	"계정 초기화"
"MENU_ESCAPE_TUTORIAL"	"동영상 강의"
"Metall_Dye"	"설정: 금속"
"Metall_Dye_Desc"	"크롬과 황금 당신에게 필요한 것입니다!"
"military_10lvl_Vehicle_Desc"	"특수 장갑 차량으로, 기계 다리에 내장된 반동 보정기를 이용하여 중포 장착에 최적화된 궁극의 플랫폼으로 개발되었습니다."
"military_10lvl_Vehicle_Name"	"스톰퍼"
"military_13lvl_vehicle_desc"	"강력한 장거리 대포가 장착된 실험적 보행 차량으로, 어떤 유형의 험준한 지형에서도 운행할 수 있습니다."
"military_13lvl_vehicle_name"	"스콜피온"
"military_15lvl_vehicle_desc"	"조직의 새로운 프로젝트를 전투 활동을 통해 스테픈울프에서 개량했습니다. 재장전 속도가 개선된 이중 쓰나미 덕분에 적들은 당황하기 일쑤입니다."
"military_15lvl_vehicle_name"	"분립"
"military_1lvl_Vehicle_Desc"	"오래 전 운송 용도로 개조된 APC로, 이제는 대포와 유도 미사일 플랫폼으로 사용됩니다."
"military_1lvl_Vehicle_Name"	"횡재"
"military_5lvl_vehicle_desc"	"유도 미사일 포대와 근접 전투 방어용 지상 드론이 장착된 전투 차량입니다."
"military_5lvl_vehicle_name"	"유성"
"military_7lvl_vehicle_desc"	"이 전투 차량은 늘 최전방에서 공격로를 뚫을 준비를 하고 있습니다."
"military_7lvl_vehicle_name"	"저격수"
"military_Boss_hard_name"	"수형류"
"Military_bundle_bound_Vehicle_Desc"	"거미를 닮은 자동차로, 거친 지형을 횡단하는 데 좋습니다. 빠르게 위치를 변경하고 멀리에서 막대한 피해를 줄 수 있습니다."
"Military_bundle_bound_Vehicle_Name"	"타란툴라 (거래 불가)"
"Military_bundle_Vehicle_Desc"	"거미를 닮은 자동차로, 거친 지형을 횡단하는 데 좋습니다. 빠르게 위치를 변경하고 멀리에서 막대한 피해를 줄 수 있습니다."
"Military_bundle_Vehicle_Name"	"타란툴라"
"MISSILE_ALARM"	"적의 미사일 공격!"
"MISSIONWND_BOTLIST_nomads"	"유목민"
"MissionWnd_Brawl_info"	"특수 보상:"
"MissionWnd_Brawl_left"	"남음"
"MissionWnd_Brawl_progress"	"전투 $val$/$max$"
"MissionWnd_Brawl_season"	"스테이지 $val$"
"MissionWnd_Brawl_tooltip"	"난투에 참여하여 고유 부품을 받으세요:||$stage$||매월 말에는 난투 완료 횟수가 초기화되고 보상이 변경됩니다."
"MissionWnd_Brawl_tooltip_stage"	"스테이지 $val$ ($state$) — $item$ $count$개."
"MissionWnd_Brawl_tooltip_state_finished"	"완료"
"MissionWnd_Brawl_tooltip_state_progress"	"전투 $val$/$max$"
"MissionWnd_Clan_Battles"	"완료한 전투:"
"MissionWnd_daily_loot_used"	"오늘 이미 이 보상을 받았습니다."
"MissionWnd_daily_loot_used_2"	"다음 보상이 잠금 해제되기까지 남은 시간: $time$"
"MissionWnd_group_BRAWL"	"난투"
"MissionWnd_group_BRAWL_desc"	"생존자들과의 난투"
"MissionWnd_group_CLAN"	"클랜"
"MissionWnd_group_CLAN_desc"	"4대4 팀 전투."
"MissionWnd_group_CLAN_tooltip"	"클랜 전투"
"MissionWnd_group_CUSTOM_GAME"	"사용자 지정 전투"
"MissionWnd_group_LADDER_tooltip"	"리더보드에 오르기 위해 싸우세요"
"MissionWnd_Group_MAP"	"세계 지도"
"MissionWnd_group_MAP_tooltip"	"전투의 요충지"
"MissionWnd_group_PVE_desc"	"강도단을 상대로 한 레이드"
"MissionWnd_group_SPECIAL_desc"	"생존자를 상대로 한 임무"
"MissionWnd_Ladder_Do_Something"	"등급전 전투에 몇 차례 참여하여 등급 점수를 받으세요."
"MissionWnd_Ladder_No_Place"	"아직 랭크 없음"
"MissionWnd_Ladder_No_Rating"	"등급 없음"
"MissionWnd_next_rotation_timer"	"@ff808080 — 새로운 임무는 $time$ 후에 사용 가능합니다."
"MISSIONWND_PARTY_FORBIDDEN"	"플레이어가 전투에 참여할 수 없습니다."
"MISSIONWND_PARTY_READY_COUNT"	"준비 완료 $count$/$maxCount$"
"MissionWnd_queue_info"	"평균 대기 시간: $time$"
"MissionWnd_scgedule_update_timer"	"@ff808080 — 새로운 임무는 $time$ 후에 사용 가능합니다."
"MobKills_Cannon_Desc"	"레이드에서 대포를 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Cannon_German_Desc"	"레이드에서 대포를 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Cannon_German_Name"	"박멸자: 대포"
"MobKills_Cannon_Name"	"박멸자: 대포"
