"2STEP_AUTHORIZATION_ENABLED"	"あなたのアカウントは保護されています。"
"TUTORIAL_HINT2"	"タイヤにカーソルを合わせて、<X>キーで取り外す"
"TUTORIAL_HINT3"	"<タブ>キーを押してストレージを開き、タイヤをダブルクリックで選択して取り付ける。"
"TUTORIAL_PLAY_AGAIN"	"動画再生"
"TUTORIAL_PLAY_NEXT"	"次"
"TUTORIAL_SKIP_REQUEST"	"チュートリアルをスキップしますか？その後に完了することはできません。"
"UiShopItem_BundleChinaEvent_Name"	"中国版OBT開始"
"UNIVERSAL_RATING_TITLE"	"全体評価"
"until"	"アクセス禁止終了まで："
"UR_TITLE"	"パワースコア"
"UserBlueprintWnd_bought"	"購入済"
"UserBlueprintWnd_bundleTab_bought"	"購入した: $cur$/$max$"
"UserBlueprintWnd_buy"	"購入する"
"UserBlueprintWnd_cost"	"$val$ で購入"
"UserBlueprintWnd_desc"	"設計図のデータが保管されています。設計図からのテストドライブ、ギャラリーへの公開、車両のロードが可能です。"
"UserBlueprintWnd_details_available"	"必要パーツ："
"UserBlueprintWnd_details_bundle_contains"	"パックのパーツリスト"
"UserBlueprintWnd_details_bundle_reward"	"パックのパーツ："
"UserBlueprintWnd_details_bundle_unlock"	"先行入手パーツ："
"UserBlueprintWnd_details_unavailable"	"不足パーツ："
"UserBlueprintWnd_factionTab_unlocked"	"解除済: $cur$/$max$"
"UserBlueprintWnd_timer"	"$time$使用可能"
"UserBlueprintWnd_title"	"設計図"
"UserBlueprintWnd_toshop"	"ストアへ"
"UserBlueprintWnd_toshop_PS4"	"購入"
"UserBlueprintWnd_toshop_XBONE"	"購入"
"USERLEVEL_CAP_REACHED"	"最高レベルに到達"
"USERLEVEL_PROGRESS_TOOLTIP"	"名声： $exp$ / $expRequire$"
"USERNAME_HINT"	"メール"
"USER_ACTION_VOICE_MUTE"	"ミュート"
"USER_ACTION_VOICE_UNMUTE"	"ミュート解除"
"USER_BLUEPRINT_CLOSE_TOOLTIP"	"設計図の作業を終了する。"
"USER_BLUEPRINT_ERASE_TOOLTIP"	"設計図を削除する"
"USER_BLUEPRINT_INC_BTN_TOOLTIP"	"設計図スロットを追加する"
"USER_BLUEPRINT_SAVE_TOOLTIP"	"設計図を上書きする"
"User_notifiaction_got_blueprint"	"この設計図を新しいものと入れ替えますか？|新しい設計図は、「設計図」セクションでいつでも使えます。"
"User_notifiaction_got_blueprint_use"	"組み立て"
"Valentine_quest_desc"	"ミッションまたはレイドバトルで {$required_value$;battle;battles}回勝つ。"
"VALUE_NA"	"利用不可"
"VAL_OF_MAX"	"$val$ / $max$"
"WARINING"	"警告"
"WARNING"	"警告"
"WeaponAssign_Automatic"	"自動射撃"
"WeaponAssign_Primary"	"グループ 1"
"WeaponAssign_Secondary"	"グループ 2"
"WeaponAssign_TITLE"	"武器のキーを変更"
"WeaponAssign_weaponGroup3"	"グループ 3"
"WeaponAssign_weaponGroup4"	"グループ 4"
"WeaponAssign_weaponGroup5"	"グループ 5"
"WeaponAssign_weaponGroup6"	"グループ 6"
"WeaponAssign_weaponGroup7"	"グループ 7"
"Weekly_12_Hard_WinsPlatinum_desc"	"報酬として銅を入手できるハードレイドを$required_value$ 回勝利する。"
"Weekly_2_Easy_WinsScrapCommon_desc"	"報酬としてスクラップメタルを入手できるミッションを $required_value$ 回勝利する。"
"Weekly_3_Easy_WinsPlatinum_desc"	"報酬として銅を入手できるイージーレイドを $required_value$  回勝利する。"
"Weekly_6_Medium_Brawls_desc"	"全てのブロウルで 報酬{$required_value$;time;times}を受け取る。"
"Weekly_8_Medium_WinsPlatinum_desc"	"報酬として銅を入手できるノーマルレイドを $required_value$  回勝利する。"
"Weekly_9_Medium_WinsPlastic_desc"	"報酬としてプラスチックを入手できるノーマルレイドを $required_value$  回勝利する。"
"WinsPvE_desc"	"レイドで $required_value$回勝利する。"
"WinsPvE_name"	"凱旋"
"WinsPvP_desc"	"ミッションで$required_value$回勝利する"
"WinsPvP_name"	"凱旋"
"Wins_desc"	"ミッションまたはレイドバトルで {$required_value$;battle;battles}回勝つ。"
"Wins_name"	"凱旋"
"WINXP_SUPPORT_WARNING"	"注意！2018年からWindwos XPで『CROSSOUT』をプレイすることができなくなります。詳細は後日ニュースで発表いたします。"
"XBOX_Exclusive_pack_Desc"	"- ユニーク装甲車両「サンドストーム」|- 武器「20mm AC43 レイピア」|- ユニークキャビン「ホットロッド」|- ユニークヒーローポートレイト「カリバン」|- スプレー缶「パターン：オールドソルト」「パターン：チェック」|- ゲーム内コイン 1250 枚"
"XBOX_Exclusive_pack_Name"	"「つらい平日」パック"
"XBOX_Exclusive_pack_womoney_Desc"	"- ユニーク装甲車両「サンドストーム」|- 武器「20mm AC43 レイピア」|- ユニークキャビン「ホットロッド」|- ユニークヒーローポートレート：カリバン|- スプレー缶「パターン：オールドソルト」「パターン：チェック」"
"XBOX_Exclusive_Vehicle_Desc"	"カリバンと呼ばれる狂ったタクシー運転手が放棄された埋立地で旅人たちを攻撃し、被害者の死体を黒とオレンジ車両の客席に置くという噂が広まりまった。骸骨が崩れると、新しい付き人を探し始める。"
"XBOX_Exclusive_Vehicle_Name"	"サンドストーム"
"XBOX_Gold_pack_Desc"	"ｰユニーク強化装甲車両「スナッピー」|ｰ武器　マシンガン「LM-54 コード」2 挺|ｰユニークキャビン「ダスター」|ｰ使用可能なパーツ数を35に増加"
"XBOX_Gold_pack_Name"	"「スナッピー」パック"
"XBOX_Gold_Vehicle_Desc"	"高速かつ俊敏な車両、戦闘の最前線に突入し素早く撤退することもできる。しかし、耐久値についてはまだまだ改善の余地がある。"
"XBOX_Gold_Vehicle_Name"	"スナッピー"
"xmas_bundle_Vehicle_Name"	"アイスブレーカー"
"YANGAR_TAB_SHOP"	"ストア"
"Yes"	"はい"
"arc_not_installed_caption"	"Arc がインストールされていません"
"arc_not_installed_message"	"Star Conflict をプレイするには、Arc をインストールする必要があります。今すぐ Arc をダウンロードしますか？"
"arc_sdk_not_found"	"ArcSDK.dll がロードできませんでした。インストールディレクトリに ArcSDK.dll があることを確認するか、ゲームランチャーを再インストールしてください。"
"close_button"	"設定を保存して終了"
"corrupted_arc_sdk"	"ArcSDK.dll ファイルが破損しています。ゲームランチャーを再インストールしてください。"
"data_url"	" "
"dll_error"	"DLL エラー"
"download_progress"	"[speed] で [done]。 残り：[rest]。 予定完了時間： [eta]"
"files_corrupted"	"ファイルのいくつかが破損しています。完全チェックを実行してください。"
"files_needs_check"	"ゲームファイルの整合性をチェックしています。"
"files_ok"	"プレイ準備完了"
"header"	"『CROSSOUT』"
"latest_game"	"torrentファイル経由でダウンロード"
"latest_launcher"	"最新のゲームランチャーインストーラーへのダイレクトリンク"
"logo"	"img/xo_logo.png"
"menu_forum"	"サポート"
"menu_forum_link"	"http://crossout.dmm.com/inquiry/login"
"menu_registration"	"登録"
"menu_registration_link"	"http://star-conflict.com/en/registration"
"menu_repair"	"修復"
"menu_site"	"公式サイト"
"menu_site_link"	"http://crossout.dmm.com/"
"minimize_button"	"ウィンドウ縮小"
"netstate_limited"	"ネットワーク制限"
"netstate_ok"	"ネットワークOK"
"netstate_start"	"ネットワークをチェック中..."
"network/seeds"	"接続"
"network/speed"	"スピード"
"network/upload_speed"	"シード速度"
"news_url"	"http://crossout.dmm.com/generated/news-jp"
"portprobe_fail_desc"	"ファイアーウォールの設定を確認してください。"
"portprobe_fail_local"	"ローカルサイドポートへの接続が必要です："
"portprobe_fail_proto"	"ネットワークスタックエラーが検知されました。これにより、切断が起きることがあります。"
"portprobe_fail_remote"	"リモートサイドポートへの接続が必要です："
"postfix"	"jp"
"repair_complete"	"修復が完了しました。"
"repair_failed"	"修復に失敗しました。ゲームを再インストールしてください。"
"restart_check"	"リスタートチェック"
"server"	"サーバー"
"server_fail"	"オフライン"
"server_ok"	"オンライン"
"settings/prefer_d3d11"	"64-bit/DirectX 11 ゲームクライアントを起動 （32-bit/DirectX 9 でなく）"
"settings/server"	"サーバーグループ"
"settings_button_close"	"Torrent 設定を閉じる"
"settings_button_open"	"Torrent 設定を開く"
"size_b"	"B"
"size_gb"	"GB"
"size_kb"	"KB"
"size_mb"	"MB"
"speed_b"	"B / 秒"
"speed_gb"	"GB / 秒"
"speed_kb"	"KB / 秒"
"speed_mb"	"MB / 秒"
"time_day"	"日"
"time_hour"	"時間"
"time_inf"	"∞"
"time_min"	"分"
"time_sec"	"秒"
"torrent/DHT"	"DHT 使用"
"torrent/limit_dnl_speed"	"ダウンロード速度制限（KB / 秒）："
"torrent/limit_upl_speed"	"アップロード速度制限（KB / 秒）："
"torrent/peer_exchange"	"ピアエクスチェンジ使用"
"torrent/seed_on"	"ダウンロード後にシード"
"torrent/tracker_exchange"	"トラッカーエクスチェンジ使用"
"torrent/UTP"	"UTP ダウンロード"
"torrent/UTP_title"	"UTP を使うと通常はダウンロード速度が上がりますが、プロバイダのハードウェアに問題が生じる可能性があります。"
"torrent_analyzing_files"	"ファイルの解析中..."
"torrent_before_download"	"ダウンロードの準備中..."
"torrent_copying"	"ファイルのコピー中..."
"torrent_downloading"	"ファイルのダウンロード中..."
"torrent_fail"	"ダウンロードできません。"
"torrent_settings"	"Torrent 設定"
"torrent_success"	"アップデート成功"
"torrent_yup_downloading"	"アップデート情報のダウンロード中..."
"uninstalling"	"ファイルの削除中です。お待ちください..."
"update_check"	"アップデートのチェック"
"yuplay/checking_files"	"ファイルのチェック中です。お待ちください..."
"yuplay/check_caption"	"ファイルチェック"
"yuplay/check_fail2"	"ファイルの正しいバージョンをダウンロードしますか？"
"yuplay/do_check_files"	"ファイルを完全チェック"
"yuplay/err_access_rights"	"この操作を実行するための完全なアクセス権がありません。"
"yuplay/err_free_space"	"ディスク容量が不足しています。"
"yuplay/fast_check_caption"	"高速ファイルチェック"
"yuplay/fast_check_fail"	"ファイルのいくつかが破損しています："
"yuplay/fast_check_fail2"	"今すぐファイルを完全チェックしますか？"
"yuplay/fast_check_more"	"と %d のその他のファイル"
"yuplay/uninstall"	"アンインストール"
"yuplay/uninstall_fail"	"削除されなかったファイルがあります："
"yuplay/uninstall_more"	"と %d のその他のファイル"
"yuplay_err_disk"	"ディスク read/write エラー。もう一回試しますか？"
"yuplay_err_torrent_stop_timeout"	"ゲームランチャーはダウンロードしたファイルをディスクへ完全に書き込めませんでした。ファイルのフルチェックを実行するためにゲームランチャーを再起動しますか？"
"yuplay_err_torrent_stop_timeout_caption"	"クロスアウトランチャー"
"ARTCARD_INFO_SELL"	"$amount$ 件が販売中：開始価格は $price$"
"AUCTION_BUY_BLUEPRINT_CONFIRM"	"「$name$」を $cost$ で購入しようとしています。| これは、ロード可能なカスタム設計図リストに追加されます。購入しますか？"
"AUCTION_BUY_CAR_CONFIRM"	"車両「$name$」を $cost$ で購入しようとしています。| @ffff0000選択されたスロットの車両は置き換えられます。@ffffffffデータの損失を防ぐため、現在の車両をカスタム設計図として手動で保存しておくことをお勧めします。購入しますか？"
"AUCTION_BUY_CONFIRM"	"$amount$ 個の $name$ を $cost$ で購入しようとしています。| 購入しますか？"
"AUCTION_BUY_GEAR_ERROR"	"|@ffff0000注意： @ffffffff設計図を使用するための合計パーツ制限（$gearLvlMax$） が不足しています。必要合計パーツ — $gearLvlItem$。"
"AUCTION_BUY_PARTS_ERROR"	"|@ffff0000注意： @ffffffff設計図を使うためのパーツが不足しています。"
"AUCTION_CONFIRM_TITLE"	"承認が必要です"
"AUCTION_ORDER_CANCEL_CONFIRM"	"$amount$ 個の $name$ を $cost$ で売却する取引をキャンセルしようとしています。| 確定しますか？"
"AUCTION_SELL_CONFIRM"	"耐久値 $dur$ の $name$ $amount$ 個を $profit$ で売却しますか？|手数料―$tax$。"
"AUC_HEADER_AMOUNT"	"数量"
"AUC_HEADER_NAME"	"人気度"
"AUC_HEADER_PRICE"	"価格"
"AUC_HEADER_TIME"	"残り時間"
"AUC_HEADER_USER"	"販売者"
"AUC_PURCHASE_HELP"	"手数料 $tax$ を含む|（ $percent$% 小数点以下は四捨五入）"
"AUC_SELL_HELP"	"マーケット手数料 $tax$ を含む（各ポジションから$percent$%ずつですが、0.01コインを下回ることはありません）"
"AUC_TAB_MY_ITEMS"	"マイオファー"
"AUC_TAB_REMOTE_ITEMS"	"オファー"
"AUC_TAB_REMOTE_PURCHASES"	"リクエスト"
"blueprint_view_details"	"パーツ："
"blueprint_view_details_count"	"パーツ。所有 $count$ / $max$："
"blueprint_view_saler"	"ベンダー： $name$"
"blueprint_view_title_blueprint"	"設計図購入"
"blueprint_view_title_car"	"車両 ＆パーツ購入"
"CHAT_BLUEPRINTS_Purchased"	"設計図を $price$ で購入しました。"
"CHAT_BLUEPRINTS_Sold"	"設計図を $price$ で売却しました。"
"CHAT_CARS_Purhcased"	"車両を $price$ で購入しました。"
"CHAT_CARS_Sold"	"車両を $price$ で売却しました。"
"CHAT_ITEMS_Purchased"	"マーケットで $item$ のクレート $count$ 個を $price$ で購入しました。"
"CHAT_ITEMS_Sold"	"マーケットで $count$ 個の $item$ を $price$ で売却しました。"
"CHAT_ITEM_AoReqCanceled"	"パーツ購入リクエスト|資金不足のためキャンセルされました|"
"CHAT_ITEM_AoReqExpired"	"パーツ購入リクエスト|時間切れ"
"CHAT_RESOURCES_Purchased"	"マーケットで $type$ のクレートx $count$ 個を $price$ で購入しました。"
"CHAT_RESOURCES_Sold"	"マーケットで $count$ 個の $type$ を $price$ で売却しました。"
"CHAT_RESOURCE_AoReqCanceled"	"スクラップ購入リクエスト|資金不足のためキャンセルされました"
"CHAT_RESOURCE_AoReqExpired"	"スクラップ購入リクエスト|時間切れ"
"ChestOpen_market_cost"	"現在の価格： $cost$"
"ChestOpen_market_resource_cost"	"現在の価格： x $pack_size$: $cost$"
"ChestOpen_to_market"	"トレード"
"GARAGE_MARKETPLACE"	"マーケット"
"GARAGE_MARKETPLACE_TOOLTIP"	"プレイヤー間でのすべてのトレードが行われる場所"
"HANGAR_TAB_MARKET_BLUEPRINTS"	"設計図"
"HANGAR_TAB_MARKET_CARS"	"車両"
"HANGAR_TAB_MARKET_HISTORY"	"ヒストリー"
"HANGAR_TAB_MARKET_HISTORY_TOOLTIP"	"前回成功したトレードオプション"
"HANGAR_TAB_MARKET_MY_ITEMS"	"マイオファー"
"HANGAR_TAB_MARKET_MY_ITEMS_TOOLTIP"	"購入と売却の注文"
"HANGAR_TAB_MARKET_PARTS"	"パーツ"
"HANGAR_TAB_MARKET_PARTS_TOOLTIP"	"マーケットでは他のサバイバーとアイテムの売買をし、コインを獲得することができます。"
"HANGAR_TAB_MARKET_RESOURCES"	"リソース"
"HINT_TEXT_MARKET_INFO"	"アイテムは他の生存者に売却したり、コインを使って購入できます。"
"HINT_TITLE_MARKET_INFO"	"ここでアイテムを売買します。"
"instant_sell_no_items"	"現時点では、あなたのストレージにあるアイテムへのマーケットリクエストはありません。自分で販売を始めるか、新しいリクエストを待ってください。"
"INVENTORY_MARKET_TOTAL_PRICE"	"全アイテムの合計コスト： 最大 @ffffff00$buyTotalPrice$"
"MARKETPLACE_AMOUNT_ZERO"	"アイテムを購入または売却する際、 「0」 は無効な値です。|「数量」 フィールドに有効な数字を入力してください。"
"MARKETPLACE_BUY"	"購入"
"MARKETPLACE_BUY_COUNT"	"数量："
"MARKETPLACE_CANCEL"	"キャンセル"
"MARKETPLACE_CAR_NOT_TRADABLE_ERROR"	"選択中の車両にトレード不可のパーツ 「|$items$|」 が搭載されています。車両を売却する前に取り外してください。"
"MARKETPLACE_COL_COUNT"	"カウント"
"MARKETPLACE_COL_NAME"	"アイテム名"
"MARKETPLACE_COL_PRICE"	"価格"
"MARKETPLACE_COL_SELLER"	"販売者"
"MARKETPLACE_COL_TIME"	"残り時間"
"MARKETPLACE_CONTENT_BLUEPRINT"	"設計図"
"MARKETPLACE_CONTENT_CAR"	"車両"
"MARKETPLACE_DONATE_BUTTON"	"資金追加"
"MARKETPLACE_FILTERTYPE_ANY"	"全種類"
"MARKETPLACE_FILTERTYPE_BLUEPRINT"	"設計図"
"MARKETPLACE_FILTERTYPE_CAR"	"車両"
"MARKETPLACE_FILTERTYPE_ITEM"	"アイテム"
"MARKETPLACE_FILTERTYPE_SCRAP"	"スクラップ"
"MARKETPLACE_FILTER_HINT"	"サブテキスト"
"MARKETPLACE_FILTER_RESET"	"リセット"
"MARKETPLACE_FILTER_TITLE"	"フィルター： "
"MARKETPLACE_INFO_BLUEPRINT_DETAIL"	"この設計図には次のパーツが必要です（所有していないものは赤字）：|$items$|合計パーツ： $gearLevel$"
"MARKETPLACE_INFO_BLUEPRINT_TITLE"	"車両の設計図"
"MARKETPLACE_INFO_CAR_DETAIL"	"この車両には次のパーツが含まれています：|$items$|合計パーツ： $gearLevel$"
"MARKETPLACE_INFO_CAR_TITLE"	"車両全体"
"MARKETPLACE_INSTANT_BUY"	"購入"
"MARKETPLACE_INSTANT_BUY_ITEM_COMPETE"	"購入成功"
"MARKETPLACE_INSTANT_SELL"	"売却"
"MARKETPLACE_INSTANT_SELL_BUTTON"	"今すぐ売却"
"MARKETPLACE_INSTANT_SELL_ITEM_COMPETE"	"アイテムの売却により $profit$ を受け取りました。"
"MARKETPLACE_INVALID_BUY_AMOUNT"	"注文に出せるアイテム数は 1 ～ 100 個です。|正しい数字を設定してください。"
"MARKETPLACE_INVALID_ITEM_COUNT"	"ストレージ内のアイテムが不足しています。"
"MARKETPLACE_INVALID_RESOURCE_COUNT"	"指定された大きさのコンテナを売却するためのリソースが不足しています。"
"MARKETPLACE_LOW_PRICE"	"最低価格 - $min_price$ 。"
"MARKETPLACE_NOTHING_FOUND"	"何も見つかりません"
"MARKETPLACE_NO_FREE_BIDS"	"トレードスロット不足。"
"MARKETPLACE_PURCHASE_BUTTON"	"注文"
"MARKETPLACE_PURCHASE_NO_MONEY"	"リクエストを確定する資金が不足しています。 |マーケットでパーツを売却するか、ストアでコインを購入してください。"
"MARKETPLACE_PURCHASE_NO_MONEY_PS4"	"リクエストを確定する資金が不足しています。|マーケットでパーツを売却するか、PlayStation™Store でコインを購入してください。"
"MARKETPLACE_PURCHASE_NO_MONEY_XBONE"	"リクエストを確定する資金が不足しています。 |マーケットでパーツを売却するか、|Xbox ストアでコインを購入してください。"
"MARKETPLACE_PURCHASE_ORDER_PUT"	"リクエストが確定されました。購入に成功すると通知されます。"
"MARKETPLACE_PURCHASE_PRICE"	"支払い希望価格（1 個あたり）："
"MARKETPLACE_PURCHASE_PROFIT"	"販売者獲得："
"MARKETPLACE_PURCHASE_SCRAP"	"スクラップを購入"
"MARKETPLACE_PURCHASE_TITLE"	"購入 — $name$"
"MARKETPLACE_REFRESH"	"更新"
"MARKETPLACE_SELECT_OTHER_BTN"	"他を選ぶ..."
"MARKETPLACE_SELL"	"売却"
"MARKETPLACE_SELL_BLUEPRINT_TIP"	"設計図を売却（パーツは含まれない）"
"MARKETPLACE_SELL_BUTTON"	"売却"
"MARKETPLACE_SELL_CAR"	"選択中の車輌を売却"
"MARKETPLACE_SELL_CAR_TIP"	"全パーツ込みで車両を売却"
"MARKETPLACE_SELL_COUNT"	"販売数："
"MARKETPLACE_SELL_ITEM"	"アイテムを売却"
"MARKETPLACE_SELL_ORDER_PUT"	"商品は無事に売りに出されました。|誰かが購入すると通知されます。"
"MARKETPLACE_SELL_ORDER_PUT_BLUEPRINT"	"設計図は無事に売り出されました。|誰かが購入したら通知されます。"
"MARKETPLACE_SELL_ORDER_PUT_CAR"	"車両は無事に売り出されました。|誰かが購入したら通知されます。|"
"MARKETPLACE_SELL_PRICE"	"購入者支払い（1 個あたり）："
"MARKETPLACE_SELL_PROFIT"	"獲得："
"MARKETPLACE_SELL_RESOURCE_TIP"	"リソースを売却"
"MARKETPLACE_SELL_SCRAP_METAL"	"リソースを売却"
"MARKETPLACE_SELL_TITLE"	"売却 — $name$"
"MARKETPLACE_TITLE"	"マーケット"
"MARKET_ACTOR_DESC_BUYER"	"バイヤー"
"MARKET_ACTOR_DESC_SELLER"	"ベンダー"
"MARKET_BID_BUY"	"購入"
"MARKET_BID_SELL"	"売却"
"MARKET_BUY_AMOUNT_ZERO"	"-"
"MARKET_BUY_CANCEL_CONFIRM"	"$amount$ 個の $name$ 、 $cost$ に対するリクエストをキャンセルしようとしています。|よろしいですか？"
"MARKET_BUY_TOTAL_PRICE"	"合計"
"MARKET_CANCEL_BID"	"オファーを断る"
"MARKET_CANCEL_BID_WAIT_MSG"	"セールからオファーを消す"
"MARKET_CHANGE_BID"	"変更"
"MARKET_EDIT_BID"	"変更"
"MARKET_HEADER_ACTOR"	"処理者"
"MARKET_HEADER_AMOUNT"	"量"
"MARKET_HEADER_AMOUNT_BUY"	"注文"
"MARKET_HEADER_AMOUNT_SELL"	"オファー"
"MARKET_HEADER_BID_TYPE"	"取引タイプ"
"MARKET_HEADER_DATE"	"日付"
"MARKET_HEADER_NAME"	"名前"
"MARKET_HEADER_ORDER_PRICE_BUY"	"購入価格"
"MARKET_HEADER_ORDER_PRICE_SELL"	"売却価格"
"MARKET_HEADER_PRICE"	"価格"
"MARKET_HEADER_PRICE_BUY"	"（max.） で購入"
"MARKET_HEADER_PRICE_SELL"	"（min.） で売却"
"MARKET_HINT_BTN_OK"	"OK"
"MARKET_HINT_TEXT1"	"ここでは他のプレイヤーとトレードができます。好きなアイテムを購入、売却しましょう。"
"MARKET_HINT_TEXT2"	"荒野で見つけたリソースやアイテムを集め、売却してお金にしましょう。"
"MARKET_HINT_TEXT3"	"苦労の末に獲得できたコインを使って作業台をレンタルしたりアイテムやリソースを購入したりできます。"
"MARKET_HINT_TITLE1"	"購入・売却"
"MARKET_HINT_TITLE2"	"コインを獲得"
"MARKET_HINT_TITLE3"	"製造"
"Market_instant_buy_item"	"$item_name$を$price$ で購入します。|購入を確定しますか？"
"Market_instant_buy_item_no_orders"	"条件が一致するオファーがありません"
"MARKET_ITEM_DESC"	"$desc$ （$amount$ 個所有）"
"MARKET_MY_BIDS_COUNT"	"売却中 $sellBidsCount$ / $sellBidsMax$ 、購入中 $buyBidsCount$ / $buyBidsMax$。"
"MARKET_MY_ORDER"	"自分のオファー"
"MARKET_MY_PURCHASE"	"自分のリクエスト"
"MARKET_NOT_ENOUGH_INV_CAPACITY"	"$amount$ 個のアイテムは購入できません。ストレージの容量は $size$ / $total$ です。"
"MARKET_NO_BUY_PRICE"	"-"
"MARKET_NO_SELL_PRICE"	"-"
"MARKET_REFRESH"	"更新"
"MARKET_SELLWND_INFO"	"倉庫の中には {$amount$;個の未使用パーツ;個の未使用パーツ}があります。"
"MARKET_SELLWND_INFO_RES"	"$amountRes$ 個がストレージにあります（{$amountPacks$;個;個}）"
"MARKET_SELL_AMOUNT_ZERO"	"-"
"MARKET_SELL_CANCEL_CONFIRM"	"$amount$ 個の $name$ を $cost$ で売却する取引をキャンセルしようとしています。| 確定しますか？"
"MARKET_SET_NEW_BID_WAIT_MSG"	"更新したオファーを投稿しています"
"MARKET_TAB_BLUEPRINTS"	"設計図"
"MARKET_TAB_CARS"	"車両"
"MARKET_TAB_MY_ITEMS"	"自分のオファー"
"MARKET_TAB_PARTS"	"パーツ"
"MARKET_TAB_RESOURCES"	"リソース"
"PARTCARD_AMOUNT"	"数量"
"PARTCARD_BUY"	"購入..."
"PARTCARD_CHEST_CONTENT"	"次のパーツのうち 1 つを所持："
"PARTCARD_INFO"	"パラメーター"
"PARTCARD_INFO_BUY"	"$amount$ 件の買い注文： $price$ 以下から開始"
"PARTCARD_INFO_SELL"	"$amount$ 件が販売中：開始価格は $price$"
"PARTCARD_PRICE"	"価格"
"PARTCARD_SELL"	"売却..."
"PARTCARD_SET_FILTER"	"更新"
"PARTCARD_TRADE"	"トレード"
"PARTINFO_BUY_PRICE"	"@ffffff00$buyPrice$ 以下のリクエストを探す"
"PARTINFO_NO_BUY_PRICE"	"購入リクエストがありません"
"PARTINFO_NO_SELL_PRICE"	"販売者がいません。一番乗りになりましょう！"
"PARTINFO_SELL_PRICE"	"売却： @ff00ff00$sellPrice$ 以上"
"PARTS_SORT_PRICE_BUY"	"購入価格順"
"PARTS_SORT_PRICE_SELL"	"売却価格順"
"PART_ITEM_PRICE_BUY_NO_ITEMS"	"リクエストがありません"
"PART_ITEM_PRICE_SELL_NO_ITEMS"	"オファーがありません"
"PART_NOT_TRADABLE"	"@ffff0000マーケットで売買できません"
"PART_PRICE_ICON_BUY"	"希望購入価格： @ffffff00$buyPrice$"
"PART_PRICE_ICON_SELL"	"@ff00ff00$sellPrice$ から"
"RESCARD_FILTER"	"購入セットのサイズ"
"RESCARD_SIZE_1"	"x1"
"RESCARD_SIZE_10"	"x10"
"RESCARD_SIZE_100"	"x100"
"RESCARD_SIZE_1000"	"x1000"
"RESCARD_SIZE_5"	"x5"
"RESCARD_SIZE_50"	"x50"
"RESCARD_SIZE_500"	"x500"
"RESCARD_SIZE_5000"	"x5000"
"RESOURCE_DESC_BlueprintSlot"	"複雑なメカニズムで繊細な設計図を過酷な環境下から特殊な保護ケースにより守られている。|1個につき1つの設計図データを新たに保存するスロットを増やすことが可能。"
"RESOURCE_DESC_ClanMoney"	"クラン戦争のバトルに勝利したときのみ入手できる、きわめてレアなリソース。"
"RESOURCE_DESC_Gasoline"	"ハイオク、ローオク…流れて燃える。燃料として使える！"
"RESOURCE_DESC_MONEY"	"点在する生存者のコミュニティのほとんどで通用する通貨。"
"RESOURCE_DESC_Platinum"	"軟質金属は、ワイヤーや電子精密機器の製造に使用される。また、合金にも使用される。"
"RESOURCE_DESC_Scrap_Common"	"装甲、武器、防御…昔ながらの鉄がないとたいしたことはできない。"
"RESOURCE_DESC_Scrap_Epic"	"マイクロチップは新世界では再生産できない。だからものすごく高価だ。大金持ちは毛皮をチップで飾ったりする…"
"RESOURCE_DESC_Scrap_Rare"	"ハンマーよりデリケートなものをうまく動かすためには、ワイヤーが必要だ。"
"RESOURCE_DESC_Supply"	"レイドバトルでのみ獲得できる特別なリソース。エンジニアからの特別報酬と交換可能。"
"RESOURCE_TYPE"	"リソース"
"RESOURCE_TYPE_BlueprintSlot"	"設計図保存ディスク"
"RESOURCE_TYPE_ClanMoney"	"ウラン鉱石"
"RESOURCE_TYPE_FirestartersMoney"	"ライター"
"RESOURCE_TYPE_Gasoline"	"燃料"
"RESOURCE_TYPE_MONEY"	"コイン"
"RESOURCE_TYPE_NewYearMoney"	"クラッカー"
"RESOURCE_TYPE_Platinum"	"銅"
"RESOURCE_TYPE_Scrap_Common"	"スクラップ"
"RESOURCE_TYPE_Scrap_Epic"	"電子機器"
"RESOURCE_TYPE_Scrap_Rare"	"ワイヤー"
"RESOURCE_TYPE_Supply"	"クーポン"
"SUCCESS"	"操作完了"
"Keepheist_scavengers_caption"	"闇"
"Keepheist_Win_psycho_text"	"何をした！？イカサマしやがったな？"
"Ladder_LeagueName_1"	"サヴェージ"
"Ladder_LeagueName_10"	"チャレンジャー"
"Ladder_LeagueName_2"	"木材"
"Ladder_LeagueName_3"	"ラスティ"
"Ladder_LeagueName_4"	"アイアン"
"Ladder_LeagueName_5"	"ブロンズ"
"Ladder_LeagueName_6"	"シルバー"
"Ladder_LeagueName_7"	"ゴールド"
"Ladder_LeagueName_8"	"ダイヤモンド"
"Ladder_LeagueName_9"	"マスター"
"MissionWndRaiderSiking"	"レイダーを探索中..."
"MISSIONWND_BOTLIST_mechanics"	"エンジニア"
"MISSIONWND_BOTLIST_psycho"	"ルナティック"
"MISSIONWND_BOTLIST_scavengers"	"スカベンジャー"
"MISSIONWND_BOTLIST_TITLE"	"敵： $name$"
"MissionWnd_Brawl_successful_battles"	"勝利したバトル：$val$/$max$"
"MissionWnd_daily_loot_label"	"$day$ - 日報酬："
"MISSIONWND_DIFFICULTY_TITLE"	"難易度：$diff$"
