"2STEP_AUTHORIZATION_ENABLED"	"Your account is protected."
"MARKET_HINT_TEXT3"	"You can spend hard-earned coins to rent workbenches or purchase items and resources."
"MARKET_HINT_TITLE1"	"Buy and sell"
"MARKET_HINT_TITLE2"	"Earn coins"
"MARKET_HINT_TITLE3"	"Produce"
"Market_instant_buy_item"	"You are purchasing $item_name$ for $price$.|Confirm purchase?"
"Market_instant_buy_item_no_orders"	"No fitting offers"
"MARKET_ITEM_DESC"	"$desc$ ($amount$ pcs. owned)"
"MARKET_MY_BIDS_COUNT"	"Selling $sellBidsCount$ / $sellBidsMax$, Buying $buyBidsCount$ / $buyBidsMax$."
"MARKET_MY_ORDER"	"My offer"
"MARKET_MY_PURCHASE"	"My request"
"MARKET_NOT_ENOUGH_INV_CAPACITY"	"Unable to buy $amount$ pcs. of item. Storage capacity $size$/$total$."
"MARKET_NO_BUY_PRICE"	"-"
"MARKET_NO_SELL_PRICE"	"-"
"MARKET_REFRESH"	"Refresh"
"MARKET_SELLWND_INFO"	"Warehouse holds {$amount$;'unused part';'unused parts'}."
"MARKET_SELLWND_INFO_RES"	"$amountRes$ units in storage ({$amountPacks$;pc.;pcs.})"
"MARKET_SELL_AMOUNT_ZERO"	"-"
"MARKET_SELL_CANCEL_CONFIRM"	"You are about to cancel the sale of $amount$ pcs. of $name$ for $cost$.| Confirm?"
"MARKET_SET_NEW_BID_WAIT_MSG"	"Posting updated offer"
"MARKET_TAB_BLUEPRINTS"	"Blueprints"
"MARKET_TAB_CARS"	"Vehicles"
"MARKET_TAB_MY_ITEMS"	"My offers"
"MARKET_TAB_PARTS"	"Parts"
"MARKET_TAB_RESOURCES"	"Resources"
"PARTCARD_AMOUNT"	"Q-ty"
"PARTCARD_BUY"	"BUY..."
"PARTCARD_CHEST_CONTENT"	"HOLDS ONE OF THESE PARTS:"
"PARTCARD_INFO"	"Parameters"
"PARTCARD_INFO_BUY"	"$amount$ buy orders, starting at $price$ and lower."
"PARTCARD_INFO_SELL"	"$amount$ on sale, starting at $price$."
"PARTCARD_PRICE"	"Price"
"PARTCARD_SELL"	"SELL..."
"PARTCARD_SET_FILTER"	"Refresh"
"PARTCARD_TRADE"	"Trade"
"PARTINFO_BUY_PRICE"	"Found requests for @ffffff00$buyPrice$ and lower"
"PARTINFO_NO_BUY_PRICE"	"No buy requests"
"PARTINFO_NO_SELL_PRICE"	"No sellers. Be the first!"
"PARTINFO_SELL_PRICE"	"Sold for: @ff00ff00$sellPrice$ and higher"
"PARTS_SORT_PRICE_BUY"	"By buy price"
"PARTS_SORT_PRICE_SELL"	"By sell price"
"PART_ITEM_PRICE_BUY_NO_ITEMS"	"No requests"
"PART_ITEM_PRICE_SELL_NO_ITEMS"	"No offers"
"PART_NOT_TRADABLE"	"@ffff0000Can't sell or buy on the market"
"PART_PRICE_ICON_BUY"	"Req. @ffffff00$buyPrice$"
"PART_PRICE_ICON_SELL"	"From @ff00ff00$sellPrice$"
"RESCARD_FILTER"	"Container size"
"RESCARD_SIZE_1"	"x1"
"RESCARD_SIZE_10"	"x10"
"RESCARD_SIZE_100"	"x100"
"RESCARD_SIZE_1000"	"x1000"
"RESCARD_SIZE_5"	"x5"
"RESCARD_SIZE_50"	"x50"
"RESCARD_SIZE_500"	"x500"
"RESCARD_SIZE_5000"	"x5000"
"RESOURCE_DESC_BlueprintSlot"	"A special sealed container protecting delicate blueprints of complex machinery from hazardous environments."
"RESOURCE_DESC_ClanMoney"	"An exceptionally rare resource that can only be obtained in successful battles in clan wars."
"RESOURCE_DESC_Gasoline"	"High octane, low octane... If it flows and burns, it can be used as fuel!"
"RESOURCE_DESC_MONEY"	"Currency recognized by most of the spread-out survivor communities."
"RESOURCE_DESC_Platinum"	"Soft metal used to produce wires and precision electronics. Also used in alloys."
"RESOURCE_DESC_Scrap_Common"	"You won't go far without good old iron. Used for armor, weapons and defences."
"RESOURCE_DESC_Scrap_Epic"	"Microchips can't be reproduced in the new world, so they are expensive as ever. Some moneybags even decorate their furs with chips..."
"RESOURCE_DESC_Scrap_Rare"	"Anything more delicate than a hammer needs wires to function properly."
"RESOURCE_DESC_Supply"	"A unique resource that can only be earned in raids. Can be exchanged for unique rewards from Engineers."
"RESOURCE_TYPE"	"Resource"
"RESOURCE_TYPE_BlueprintSlot"	"Blueprint storage"
"RESOURCE_TYPE_ClanMoney"	"Uranium ore"
"RESOURCE_TYPE_FirestartersMoney"	"Lighters"
"RESOURCE_TYPE_Gasoline"	"Fuel"
"RESOURCE_TYPE_MONEY"	"Coins"
"RESOURCE_TYPE_NewYearMoney"	"Crackers"
"RESOURCE_TYPE_Platinum"	"Copper"
"RESOURCE_TYPE_Scrap_Common"	"Scrap Metal"
"RESOURCE_TYPE_Scrap_Epic"	"Electronics"
"RESOURCE_TYPE_Scrap_Rare"	"Wires"
"RESOURCE_TYPE_Supply"	"Coupons"
"SUCCESS"	"Operation successful."
"Blockpost_Defeat_nomads_text3"	"I'll give the tragic news to your families. Don't worry."
"Blockpost_Post1_psycho_text2"	"I'll buy a pan and walk the streets. Go through the gate — you'll be dead in a bit!"
"Blockpost_Post1_scavengers_text3"	"You're not too clever as I can see. Stand still! Give back the car! You're not gonna make it past the outpost anyway, ha."
"Blockpost_Post2_psycho_text"	"A bear's fixing his car, used his paw for the tyre. Now just wipe down the lights and it's time to DIE!"
"Blockpost_Post3_scavengers_text"	"This is the last warning! Give up and we'll let you live! Nobody can best our champion!"
"Blockpost_psycho_caption"	"Lewis"
"Bombrun_Boss_scavengers_text2"	"I didn't want this! You all saw this — I didn't want this, but you made me! So be another victim under the wheels of the war!"
"Bombrun_Defeat_nomads_text3"	"I'm glad we've settled who's the strongest here."
"Bombrun_Def_scavengers_text2"	"I can hear the detonator ticking... You're crazy! Stop the countdown!"
"Bombrun_Gate_psycho_text"	"Whatcha looking at. Get out of here! And leave alone my exploding toys!"
"Bombrun_Gate_scavengers_text2"	"I know what you're thinking... I got it... Explosions. Explosions. Not gonna happen!"
"Bombrun_Start_nomads_text2"	"What brings you here, travellers? Without an invitation too. There's only one way to deal with uninvited guests — we're gonna have to stop you."
"Bombrun_Start_psycho_text3"	"Hey, is this truck really full of explosives? Where'd you get it? Asking for a friend."
"Bombrun_Start_scavengers_text3"	"Hey you, what's in the truck? Answer or we'll stop it and see ourselves!"
"Bombrun_Win_scavengers_text"	"Argh, we lost. At least we don't have to burn now..."
"Chase_Defeat_psycho_text2"	"Woohoo! Who showed them? Who did? Huh? Huh? HUH?!"
"Chase_Defeat_psycho_text3"	"Gotta celebrate with some nice fireworks! BAM!"
"Chase_FirstNPCKill_psycho_text"	"Man down! Who are these people? They fight like madmen!"
"Chase_FirstTruckKill_scavengers_text2"	"Sigh, say goodbye to our truck. Probably gonna scrap it too..."
"Chase_FirstTruckKill_scavengers_text3"	"What was that? What do you mean our truck? Hey, what are you doing?"
"Chase_NearTheEnd_psycho_text2"	"I did not expect these things to last the whole way! Perhaps we can actually make it."
"Chase_nomads_caption"	"Shado"
"Chase_Start_psycho_text"	"What? Somebody's that trailing us? Let's go faster, boys! We'll outrun them!"
"Chase_Start_scavengers_text"	"What the hell? Survivors are on our tail? No worries, we can make it."
"Chase_Start_scavengers_text3"	"Are my glasses getting foggy or is there someone following us? Push it, chief!"
"Chase_Win_scavengers_text3"	"Hey, a victory! What do you mean not our victory? Why am I yelling then?"
"Commtowers_Boss_scavengers_text3"	"Damn, we can't lose the comms towers. Bring me the heavy machinery!"
"Commtowers_LoadTower2_psycho_text"	"What? More machinery? Are they going to try the same trick again? Not on my watch!"
"Commtowers_LoadTower2_psycho_text3"	"Sigh, why are you so silly. We didn't like your stuff right off the bat. Why would we need more?!"
"Commtowers_LoadTower2_scavengers_text2"	"Damn, they have another tech stash? Intercept it. Now!"
"Commtowers_Start_scavengers_text"	"I've got reports of unmanned machinery near comm tower. Sending scouts to investigate."
"Commtowers_Start_scavengers_text2"	"What are those crates on the horizon? Get some scouts there. Take them to the tower, we'll salvage them here."
"Commtowers_Tower1Def_scavengers_text"	"Damn it! The equipment we found was the hacking tech. The scouts are dead, and the tower was intercepted! Squad, to battle!"
"Commtowers_Tower1Def_scavengers_text2"	"I told you to bring the tech, not the trouble with it! We lost a tower. Get all the free cars there!"
"Commtowers_Tower1Def_scavengers_text3"	"Damn! The scout cars are useless. The enemy is trying to intercept our tower. The last to get there is salvaged!"
"Commtowers_Tower2Def_scavengers_text"	"What the hell, the second tower is captured! Get some cars there, now!"
"football_comment_overtime_01"	"It just keeps getting better! We're playing until the first goal! Let the stronger team win!"
"football_comment_pause_02"	"Move your axles! Only one team gets the win!"
"Giantsiege_BombTower_psycho_text3"	"Um, how did we miss so many explosives? Guys, deal with it before they blow up the energy tower."
"Giantsiege_BombTower_scavengers_text"	"These bastards brought explosives! Our energy tower's barely working and it needs just a spark to blow up. Get to your cars, scavengers!"
"Giantsiege_BombTower_scavengers_text2"	"This flower is very flammable. How did they know?! We can't let the enemies bring explosives here!"
"Giantsiege_BossTower_psycho_text"	"Huh? They're going where? Daaamn, let the boss handle it, alright?"
"Giantsiege_BossTower_psycho_text3"	"What's that? Riding to the turret? Call the boss, that's too hard for us."
"Giantsiege_LeviathanLaunch_nomads_text"	"The situation's gone rotten. Rise and drive, Leviathan! No time to waste!"
"Giantsiege_Start_psycho_text3"	"What's happening? Someone wanna make a move on our Leviathan? We'll sort it out later, get 'em!"
"Giantsiege_Start_scavengers_text3"	"What's that damn smell? That's not our fuel... Squad, to battle!"
"Giantsiege_TurretTower_nomads_text2"	"I get it, now they have something against our turret tower. Time to defend it!"
"Giantsiege_TurretTower_psycho_text"	"They're coming to the tower, see! It's all good, we got turrets there. Huh? Still gotta send someone? You go!"
"Giantsiege_TurretTower_psycho_text3"	"Look, the fellas flock to the turret tower. So, um... Let's get there."
"Giantsiege_TurretTower_scavengers_text"	"Damn, the enemy is changing position. The tower is guarded by turrets, but it's not enough to hold against their push. Get all the free cars there!"
"Giantsiege_Win_nomads_text2"	"Oh no, my heart's feeling funny..."
"Giantsiege_Win_nomads_text3"	"Not again, I don't want to talk to next of kin once more."
"Giantsiege_Win_scavengers_text"	"Damn, damn, damn! Do these barbarians even understand what kind of tech they've destroyed?"
"Giantsiege_Win_scavengers_text2"	"I did so much to make this Leviathan happen! Barbarians!"
"Giantsiege_Win_scavengers_text3"	"Damn, what are we gonna tell AB!.."
"Greatescape_Cargo_psycho_text"	"Stop collecting cargo now! You don't want to make me angry."
"Greatescape_Defeat_psycho_text2"	"That was easier than I thought. Ha!"
"Greatescape_FightOff_psycho_text"	"Did you expect an ambush? Nobody ever does!"
"Greatescape_KeepMoving_psycho_text2"	"Hey, you took our stuff! Try not to EXPLODE on the road."
"Greatescape_KeepMoving_psycho_text3"	"Hey, that's ours! I DON'T LIKE THIS GAME! Give it back now!"
"Greatescape_StartMoving_psycho_text2"	"Hey, you can't hit girls! And girls CAN HIT YOU. Ride faster before we catch you, ha-ha-ha!"
"Greatescape_StartMoving_scavengers_text2"	"What's with the youth today not reacting to threats. Well, time to teach you some other way."
"Greatescape_Win_psycho_text3"	"I'll pretend I didn't see that. Eew!"
"Keepheist_Bombs_psycho_text3"	"Hey, that's not your cargo over there! Drop it and buzz off! Nah, too late... I've called for reinforcements!"
"Keepheist_Bombs_scavengers_text2"	"Hey, careful with our stuff! I thought we wanted a fair firefight? No? Then I'm calling reinforcements."
"Keepheist_Cargo_psycho_text"	"What now, the gates are down?! Nah, that's, like, nothing to me. The fun part is still ahead!"
"Keepheist_Cargo_scavengers_text3"	"Ah, my favourite gate... Not! Get over here, we're running out of moving targets, the guys are getting nervous."
"Keepheist_EliteGuard_nomads_text2"	"I've seen soldiers with charms from bullets. But any demon can be defeated by cold steel!"
"Keepheist_InTime_psycho_text"	"I did what I could. Now deal with the leader yourself!"
"Keepheist_nomads_caption"	"Shado"
"Keepheist_scavengers_caption"	"Murk"
"Keepheist_Start_nomads_text2"	"This land and all its treasure belong to my master. I will punish anyone who tries to take it!"
"Keepheist_Start_nomads_text3"	"I accept your challenge. You don't often see brave warriors encroaching on the master's treasures."
"Keepheist_Start_psycho_text2"	"Hey you! Yeah, you in the cars. Get out of here, alright? And quickly, I'm busy here."
"Keepheist_Start_psycho_text3"	"Hey, clowns, shouldn't have come here. What?! I'M GONNA CLOWN YOU REALLY HARD NOW!"
"Keepheist_Win_psycho_text"	"Darn it! Should've just... Aaargh!"
"Keepheist_Win_scavengers_text2"	"Damn, you just had to blow everything up!"
"Ladder_LeagueName_1"	"Savages"
"Ladder_LeagueName_10"	"Challenger"
"Ladder_LeagueName_2"	"Wood"
"Ladder_LeagueName_3"	"Rust"
"Ladder_LeagueName_4"	"Iron"
"Ladder_LeagueName_5"	"Bronze"
"Ladder_LeagueName_6"	"Silver"
"Ladder_LeagueName_7"	"Gold"
"Ladder_LeagueName_8"	"Diamond"
"Ladder_LeagueName_9"	"Master"
"MBP_Info_Mines"	"Mines"
"MBP_RatKing_firstGift_text3"	"What's in the crate? A keepsake!"
"MBP_RatKing_spree3_text"	"He's on fire!"
"MBP_RatKing_spree3_text3"	"Wow! Just look at my new favorite driver!"
"MBP_RatKing_twoPlayers_text2"	"This is the duel! I wonder who will be the next champion?"
"MBP_RatKing_win_text"	"We have a new champion!"
"MissionWndRaiderSiking"	"Looking for raiders..."
"MISSIONWND_BOTLIST_mechanics"	"Engineers"
"MISSIONWND_BOTLIST_psycho"	"Lunatics"
"MISSIONWND_BOTLIST_scavengers"	"Scavengers"
"MISSIONWND_BOTLIST_TITLE"	"Enemy: $name$"
"MissionWnd_Brawl_successful_battles"	"Successful battles: $val$/$max$"
"MissionWnd_daily_loot_label"	"$day$-DAY REWARD:"
"MISSIONWND_DIFFICULTY_TITLE"	"Difficulty: $diff$"
"MissionWnd_event_reward"	"You will receive this resource for successful battles."
"MissionWnd_event_reward_ChinaMoney"	"Nyuan"
"MissionWnd_event_reward_GermanMoney"	"Taler||Only drops during “Knight Riders” event. Needed to procure “Steel cavalry” container."
"MissionWnd_event_reward_NewYearMoney"	"Crackers||Required to purchase the gift container"
"MissionWnd_event_reward_timer"	"Nyuan||You will receive this resource for successful battles."
"MissionWnd_group_FARMERS"	"Farmers"
"MissionWnd_group_LADDER"	"Ranked"
"MissionWnd_group_LADDER_desc"	"Players fight each other in rank-based battles. Current season — $season$. "
"MissionWnd_group_LOST"	"Lost"
"MissionWnd_group_OTHER_desc"	" "
"MissionWnd_group_PVE"	"Raids"
"MissionWnd_group_PVE_MISSIONS"	"Raids"
"MissionWnd_group_RAIDERS"	"Raiders"
"MissionWnd_group_SPECIAL"	"Missions"
"MissionWnd_Ladder_Param_Kills"	"Enemies destroyed"
"MissionWnd_Ladder_Param_Matches"	"Games played"
"MissionWnd_Ladder_Param_Wins"	"Victories"
"MissionWnd_Ladder_Place"	"$place$ place"
"MissionWnd_Ladder_Rating"	"Rating"
"MissionWnd_Ladder_Season"	"$val$ season"
"MissionWnd_Ladder_Season_TimeLeft"	"$time$ left"
"MissionWnd_LOOT"	"Possible Loot:"
"MissionWnd_loot_bonus_info"	"+$val$%"
"MissionWnd_loot_dily"	"You can get this reward once every 24 hours."
"MissionWnd_loot_dily_done"	"You have already received this reward. The next one will be available in $time$."
"MissionWnd_loot_limits_info"	"Received $val$ / $max_value$ units. Limit will reset in $time$"
"MissionWnd_loot_supply_info"	"You will get {$win_val$;coupon;coupons} for each victory. Already received $val$ of $max_value$. Counter will be reset in $time$."
"MissionWnd_MAKE_ACTIVE"	"Make active"
"MissionWnd_mission_schedule"	"Mission will unlock in: $time$"
"MissionWnd_not_scheduled"	"This battle is available at a different time"
"MissionWnd_require"	"Requirements: "
"MissionWnd_require_faction_level"	"reputation ($level$) with the faction “$faction$”"
"MissionWnd_require_label"	"Requires:"
"MissionWnd_REQUIRE_LEVEL"	"user level $level$"
"MissionWnd_require_many_factions_level_2"	"reputation ($level$) with $faction_1$/$faction_2$."
"MissionWnd_require_many_factions_level_3"	"reputation ($level$) with $faction_1$/$faction_2$/$faction_3$."
"MissionWnd_require_many_factions_level_4"	"reputation ($level$) with $faction_1$/$faction_2$/$faction_3$/$faction_4$."
"MissionWnd_REQUIRE_MISSION"	", completed missions: "
"MissionWnd_REQUIRE_PERK"	" Constructed $perk$"
"MissionWnd_resource_count"	"$val$ pcs."
"MissionWnd_resource_need_exp"	"For every {$val$;point;points} earned in battle you will receive one unit of this resource."
"MissionWnd_resource_need_leviathan_killed"	"For destroying {$count$;leviathan;leviathans} you will receive {$val$;'resource unit';'resource units'}."
"MissionWnd_restriction_any_faction_level"	"lvl $level$"
"MissionWnd_restriction_gamers"	"4 ppl"
"MissionWnd_restriction_gamers_tooltip"	"Four people are required to begin. The missing survivors will be picked by the matchmaking system."
"MissionWnd_restriction_gold_tooltip"	"Coins"
"MissionWnd_restriction_levi_universal_rating_tooltip"	"You need a leviathan with at least $rating$ PS."
"MissionWnd_restriction_stamina"	"$stamina$ $texture name gasoline$"
"MissionWnd_restriction_stamina_tooltip"	"You need $stamina$ fuel to start this mission."
"MissionWnd_restriction_universal_rating"	"PS $rating$"
"MissionWnd_restriction_universal_rating_tooltip"	"You need a car with at least $rating$ PS."
"MissionWnd_reward_gold_tooltip"	"Coins"
"MissionWnd_reward_label"	"Rewards:"
"MissionWnd_stamina_cost"	"Cost $stamina$$texture name gasoline$"
"MissionWnd_time_in_queue"	"Waiting: $time$"
"MissionWnd_TIP"	"Select a mission to receive salvage reward for battle"
"MissionWnd_TITLE"	"Missions"
"MissionWnd_ToLadderLeaderboard"	"Leaderboards"
"MissionWnd_weekly_loot_label"	"WEEKLY REWARD:"
"mission_9405_name_0"	"Leviathan"
"Mission_BigCannon_EX_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_BigCannon_EX_Name"	"Get the cannon!"
"Mission_Blue_PVP_Desc"	"Victory in battle gives you a random common part or a box of wires. Available for vehicles with @ffffff003000@ffffffff Power Score."
"Mission_Blue_PVP_Name"	"Get wires!"
"Mission_Booster_Desc"	"Victory in battle gives you a chance to get one of the listed parts.|@ffffff00$exp_to_Gasoline$@ffffffff reputation if “Fuel barrel” is mounted on your vehicle."
"Mission_Booster_Name"	"Get the booster!"
"Mission_Brawl_Flag_Desc"	"This is a race for 8 survivors on festive cars. Your objective is to grab the balloons and stop the other survivors from taking them! If your enemy has the balloons, ram his car to take them back.||The first survivor to earn 100 points wins."
"Mission_Brawl_Flag_Name"	"Witch Hunt"
"Mission_Brawl_Newyear_Name"	"Christmas Heist"
"Mission_Brawl_Scorpion_Desc"	"This is a battle between 8 identical cars with special versions of PA Scorpion and unique vertical thrusters! Just one hit is enough to kill the enemy.||The player, who kills the most enemies in 4 minutes, wins."
"Mission_Brawl_Scorpion_Name"	"Big Black Scorpions"
"Mission_Brawl_Tanks_9May_Name"	"Face-off"
"Mission_Bumper1_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Bumper1_Name"	"Get the bumper!"
"Mission_BumperSpikeMini_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_BumperSpikeMini_Name"	"Get the spikes!"
"Mission_Cabin_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Cabin_Name"	"Get the cabin!"
"Mission_ClanWar_Desc"	"A full-fledged clan war for uranium ore has begun, and only the strongest will have control over a resource. Assemble a team of 4 clanmates and defeat the enemy team!|The clan will get a reward if it finishes at least 10 battles and gets a podium place in the tournament."
"Mission_ClanWar_Name"	"Clan battle"
"Mission_CoopVsAi_Name"	"Patrol"
"Mission_Coop_Desc"	"A team of humans vs. a team of bots.|Participating in this mission only awards random parts of common rarity.|You receive one part per @ffffff00$exp_to_loot$@ffffffff reputation."
"Mission_Coop_Name"	"Humans vs. bots"
"Mission_Deathmatch_Desc"	"The first survivor to get 10 kills wins the battle. You can self-destruct, dealing significant damage to all enemies in radius."
"Mission_Deathmatch_Name"	"Free for All"
"Mission_DestructionDerby_Desc"	"Forget rules!||A storm continuously covering the battleground starts after 30 seconds. Players who get caught by the storm are destroyed."
"Mission_DestructionDerby_Name"	"Storm warning"
"Mission_Domination_Name"	"Domination"
"Mission_Engine_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Engine_Name"	"Get the engine!"
"Mission_Firestarters_Pvp_Name"	"Hot Spot"
"Mission_FreePlay_Pvp_Desc"	"This area passed from faction to faction so often, that no one is even trying to capture it. There are no rivals, no allies, everyone decides what they want. To survive, you no longer need to burden yourself with tasks and keep track of time. Absolute freedom!"
"Mission_FreePlay_Pvp_Name"	"Bedlam"
"Mission_Gasoline_PVP_Desc"	"Each player gets gasoline for winning in this mission."
"Mission_Gasoline_PVP_Name"	"Get the gas!"
"Mission_German_Pvp_Name"	"Knights of the Wasteland"
"Mission_Ladder_desc"	"Build a powerful vehicle and earn your rating by fighting other players."
"Mission_Ladder_Name"	"Ranked matches"
"Mission_Lom_Desc"	"Only drops scrap.|One scrap part per @ffffff0050@ffffffff reputation."
"Mission_Lom_Name"	"Scrap only"
"mission_loot_drop_rate"	"Drop chance — %rate%."
"mission_loot_global"	"A random part of common rarity."
"mission_loot_global_rare"	"Random rare part."
"Mission_Machinegun_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Machinegun_Name"	"Get the machine gun!"
"Mission_map_key_tip_hold"	"(Hold) Repeat mission"
"Mission_map_no_conditions"	"This mode has no matchmaking rules, so you may encounter weaker opponents as well as stronger ones."
"Mission_map_pve_conditions"	"Destroyed enemies may drop an ammo cache, refilling your ammo reserves in the raid."
"Mission_map_pve_rotation"	"New raids will be available in $time$"
"Mission_map_time_to_schedule"	"The battle will be available in $time$"
"Mission_map_time_to_schedule_end"	"Access will close in $time$"
"Mission_ModuleRadio_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_ModuleRadio_Name"	"Get the radio"
"Mission_ModuleTank_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_ModuleTank_Name"	"Get the fuel tank!"
"Mission_NewYear_Pvp_Name"	"New Year Fever"
"Mission_Practice_Desc"	"Please note! This mission rewards you with @ffffff00practice parts@ffffffff that can't be sold."
"Mission_Practice_Name"	"Practice mission"
"Mission_Purple_PVP_Desc"	"Victory in battle gives you a random common part or a box of electronics."
"Mission_Purple_PVP_Name"	"Get electronics!"
"Mission_PVE_Defense_Leviathan_Desc"	"Raiders are attacking our pump jacks and this time they're bringing giant monster machines with them.|Destroy them!"
"Mission_PVE_Defense_Leviathan_Name"	"Invasion"
"Mission_PVE_Leviathan_Desc"	"Raiders are attacking our pump jacks and this time they're bringing giant monster machines with them.|Destroy them!"
"Mission_PVE_Leviathan_Name"	"Invasion"
"Mission_Race_Desc"	"8 survivors can take part in a circuit race with tricky corners and obstacles. Your objective is to be the first to clear all checkpoints, and there is only one winner in the race. All mounted weapons will be deactivated."
"Mission_Race_Name"	"Race"
"Mission_RadarBig_Desc"	"Chance to receive Radar and other parts"
"Mission_RadarSmall_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_RadarSmall_Name"	"Get the radar!"
"Mission_Radiator_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Radiator_Name"	"Get the radiator!"
"Mission_Random_Desc"	"Completing this mission only rewards random parts of common rarity."
"Mission_Random_Name"	"Random"
"Mission_Scrap_Epic_Desc"	"Victory in battle gives you a box of electronics."
"Mission_Scrap_Epic_Name"	"Get electronics!"
"Mission_Scrap_PVP_Desc"	"Victory in battle gives you a random common part or a box of scrap."
"Mission_Scrap_PVP_Name"	"Get the scrap!"
"Mission_Scrap_Rare_Name"	"Get wires!"
"Mission_Shotgun_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Shotgun_Name"	"Get the shotgun!"
"Mission_tooltip_brawl_reward"	"Special reward for brawls"
"Mission_tooltip_demands"	"Requirements"
"Mission_tooltip_features"	"Battle features"
"Mission_tooltip_MBP_reward"	"Reward"
"Mission_tooltip_params"	"Mission parameters"
"Mission_tooltip_reward"	"Reward"
"Mission_Tournament_Desc"	"Gamescom Tournament"
"Mission_Tournament_Name"	"Gamescom"
"Mission_Tutorial_Desc"	"Winning in practice gives access to the garage and all missions."
"Mission_Tutorial_Name"	"Practice"
"Mission_Weapon_Desc"	"Guarantees a weapon among loot."
"Mission_Weapon_Name"	"Hard mission"
"Mission_Wheels_Desc"	"Battle other survivors in a fair fight for valuable resources.||The winner gets one of the specified parts."
"Mission_Wheels_Name"	"Get the wheels!"
"Oilevac_Boss_nomads_text2"	"I've been thinking: a toasted fuel transport is still better than a stolen one, so we're bringing in the heavy machinery!"
"Oilevac_CargoSpawn_psycho_text2"	"A flame does not care for extinguished sparks! Let enemies stomp them all they want, that's what they're born for. The flame from the batteries is still mine!"
"Oilevac_Defeat_nomads_text3"	"Can you feel it? How lucky we are! Like a victory epidemic!"
"Oilevac_Defeat_psycho_text3"	"I proved the flame's triumph once again! I burned everything to honour it!"
"Oilevac_scavengers_caption"	"Bob"
"Oilevac_Start_scavengers_text"	"I knew it! Once I find something valuable, somebody always tries to take it away! Not this time! The tower is mine!"
"Oilevac_Start_scavengers_text2"	"Who are these shaggy dogs? Get out of here, the tower's under our control!"
"Oilevac_Start_scavengers_text3"	"The oil tower is ours, and we'll fight for it until our veins are dry!"
"Oilevac_Win_nomads_text"	"Plague on your butts! Retreat, retreat!"
"TowerDefense_2Wave_psycho_text"	"There's no way in hell we stop now! We'll burn you all to ashes!"
"TowerDefense_3Wave_scavengers_text2"	"That was good. But I have to end this now not to spoil the impression. I hope you leave with a bang!"
"TowerDefense_Capture_psycho_text3"	"I'll remember this insult when I return and put my burning palms on your necks! Prepare to die!"
"TowerDefense_Capture_scavengers_text3"	"This is better than I expected! You're so stubborn! The station has our turrets, but that's even better."
"TowerDefense_Defeat_psycho_text"	"I will sacrifice another prisoner to celebrate our victory!"
"TowerDefense_Defeat_scavengers_text2"	"It was good, but all good things come to an end. Shame, I was ready to have some more fun."
"TowerDefense_scavengers_caption"	"Murk"
"TowerDefense_Start_psycho_text2"	"I can already smell the burning metal and flesh. Yes... the fire is ready to reap its harvest. Look death in the eye!"
"TowerDefense_Win_scavengers_text"	"Hell's teeth, we lost!"
"TowerDefense_Win_scavengers_text3"	"Damn-damn-damn-damn! Got carried away again! Someday I'll have my revenge!"
"xmas_mini_Vehicle_bound_Name"	"Get the fir"
"xmas_mini_Vehicle_Name"	"Get the fir"
"Accept"	"Accept"
"eula1_text_1"	"NOTICE TO USER: THIS IS A CONTRACT. THIS END USER LICENSE AGREEMENT IS A LEGALLY BINDING CONTRACT THAT SHOULD BE READ IN ITS ENTIRETY. AT THE END, YOU WILL BE ASKED TO ACCEPT THIS AGREEMENT AND CONTINUE TO INSTALL OR, IF YOU DO NOT WISH TO ACCEPT THIS AGREEMENT, TO DECLINE THIS AGREEMENT, IN WHICH CASE YOU WILL NOT BE ABLE TO USE, INSTALL OR OPERATE THE PRODUCT, AS DEFINED BELOW. BY INSTALLING THIS SOFTWARE YOU ACCEPT ALL THE TERMS AND CONDITIONS OF THIS AGREEMENT. THIS INSTALLATION PROCESS (WHICH MAY BE VIA A DVD-ROM OR A WEB-BASED DOWNLOAD OR ANY OTHER WAY) PERMITS YOU TO INSTALL THE CURRENT VERSION OF THE SOFTWARE."
