"2STEP_AUTHORIZATION_ENABLED"	"Ваш аккаунт защищен."
"eula1_text_3"	"|В настоящем Соглашении под \"Сайтом Gaijin” расположенном по адресам: $url href=\"http://crossout.net\" text=\"www.crossout.net\"$ и $url href=\"http://crossout.ru\" text=\"www.crossout.ru\"$, понимается интернет ресурс, поддерживаемый компанией Gaijin или от имени Gaijin для целей Игры, и с которого возможно получить Продукт и/или базы данных, имеющие отношение к Игре, и получить соответствующие Услуги в соответствии с Условиями Использования.||При установке игрового клиента Продукта, и/или завершения соответствующей регистрации и доступа к Игре, производя операции по получению данных из сети (скачивание), сохраняя, загружая, отображая, записывая Продукт в память компьютера или при другом использовании Продукта в соответствии с Документацией (\"Операции”) Вы соглашаетесь на ограничения, установленные условиями данного Соглашения. Если Вы не готовы принять все условия данного Соглашения, Gaijin отказывается лицензировать Вам данный Продукт. В этом случае Вы не можете использовать этот Продукт.||ПРЕЖДЕ ЧЕМ НАЖАТЬ КНОПКУ \"Я СОГЛАСЕН”, ВНИМАТЕЛЬНО ОЗНАКОМЬТЕСЬ С УСЛОВИЯМИ ЭТОГО СОГЛАШЕНИЯ. НАЖАТИЕ ВАМИ КНОПКИ \"Я СОГЛАСЕН” РАВНОСИЛЬНО ВАШЕЙ ПОДПИСИ, КОТОРАЯ ОЗНАЧАЕТ, ЧТО ВЫ СВЯЗАНЫ УСЛОВИЯМИ ДАННОГО СОГЛАШЕНИЯ И СТАНОВИТЕСЬ ЕГО СТОРОНОЙ И СОГЛАШАЕТЕСЬ, ЧТО ПОЛОЖЕНИЯ ДАННОГО СОГЛАШЕНИЯ МОГУТ БЫТЬ ПРИВЕДЕНЫ В ИСПОЛНЕНИЕ ПРИНУДИТЕЛЬНО ПО ЗАКОНУ, КАК И ПОЛОЖЕНИЯ ЛЮБОГО ДРУГОГО ПОДПИСАННОГО ВАМИ СОГЛАШЕНИЯ. ЕСЛИ ВЫ НЕ ГОТОВЫ ПРИНЯТЬ ВСЕ УСЛОВИЯ ДАННОГО СОГЛАШЕНИЯ, НАЖМИТЕ \"НЕТ”, И ПРОДУКТ НЕ БУДЕТ УСТАНОВЛЕН НА ВАШЕМ КОМПЬЮТЕРЕ.||Этот Продукт не будет установлен на Вашем компьютере до тех пор, пока Вы не подтвердите свое согласие со всеми условиями данного Соглашения. Вы также можете получить копию настоящего Соглашения, связавшись с Gaijin по адресу: legals#@gaijinent.com или обратившись в $url href=\"https://support.gaijin.net\" text=\"Службу поддержки Gaijin\"$."
"eula1_text_4"	"||1. Права Собственности и обязанности по неразглашению.||1.1. Права собственника. Вы соглашаетесь, что Продукт и авторство, системы, идеи, методы работы, документация и другая информация, которая содержится в Продукте, является интеллектуальной собственностью и/или коммерческой тайной Gaijin, и/или его лицензиаров и поставщиков, и охраняется гражданским и уголовным законодательством, а также законами об авторском праве, коммерческой тайне, торговых марках и патентах любых стран, а также международными договорами. Вы можете использовать торговые марки Лицензиара лишь в такой мере, чтобы идентифицировать выходные данные, созданные с помощью Продукта в соответствии с общепринятой практикой обращения с торговыми марками, включая идентификацию правообладателя торговой марки. Вышеописанное использование торговой марки не дает вам никаких прав владения этой торговой маркой. Gaijin, и/или его поставщики обладают и сохраняют за собой все права, связанные с Продуктом, включая без ограничений, любые исправления ошибок, улучшения, Обновления или другие операции по модификации данного Программного Обеспечения, будь они произведены Gaijin или третьей стороной, а также все авторские права, патенты, торговые марки и другие права, связанные с интеллектуальной собственностью на Продукт. Факты обладания, установки либо использования вами Продукта не дают Вам никаких прав интеллектуальной собственности на Продукт и вы не получите иных прав на данный Продукт, кроме специально оговоренных в этом Соглашении. Все копии Продукта должны содержать полные сведения о собственности на данный Продукт. Это Соглашение не предоставляет Вам никаких прав интеллектуальной собственности на данный Продукт, и Вы подтверждаете, что Лицензия, предоставленная в соответствии с условиями данного Соглашения, дает вам право лишь на ограниченное его использование в рамках условий данного Соглашения. Gaijin оставляет за собой все права, не отображенные в данном Соглашении."
"eula1_text_5"	"||1.2. Исходный код. Вы соглашаетесь тем, что исходный код Продукта является собственностью Gaijin или ее поставщиков и/или лицензиаров и представляет собой коммерческую тайну Gaijin или ее поставщиков и/или лицензиаров. Вы соглашаетесь, что Вы не можете модифицировать, декомпилировать, дизассемблировать, и пытаться раскрыть исходный код Продукта любым другим путем.||1.3 Конфиденциальная информация. Вы соглашаетесь, что если условиями настоящего Соглашения не оговорено иное, Продукт (включая дизайн и структуру отдельных программ, входящих в Продукт) составляет конфиденциальную информацию Gaijin или ее поставщиков и/или лицензиаров. Вы соглашаетесь не передавать, не копировать, не разглашать и не предоставлять каким-либо иным способом эту информацию третьим лицам. Вы соглашаетесь предпринимать разумные меры безопасности для защиты конфиденциальной информации при условии, однако, что Вы можете создавать и распространять неограниченное количество копий Продукта в виде объектного кода только при условии соблюдения Вами требований, изложенных в пунктах 1.4 и 1.5. а так же при условии, что каждая копия, которую Вы производите и распространяете, должна содержать в себе данное Соглашение и требование принять условия перед первым использованием Программного Обеспечения, а также всю информацию о правах собственности на данный Продукт. В случае если Вы загрузили Программное Обеспечение из сети Интернет или из каких-либо других онлайн-источников, в свои копии (распространяемые онлайн или другими способами) Вы должны включить полные сведения и уведомления об авторских и иных правах собственности, содержащиеся в Программном Обеспечении."
"eula1_text_6"	"||1.4 Запрещение модификаций. Вы соглашаетесь ни при каких обстоятельствах не изменять и не вносить изменения в Продукт. Вам запрещено удалять или изменять любые уведомления об авторских правах и других правах собственности на все копии продукта.||1.5. Требования к использованию. Вы соглашаетесь, что вы не будете:|а) Участвовать в любых действиях, которые Gaijin сочтет, на свое усмотрение, находящимися в противоречии с принципами Соглашения или использованием Продукта или сопутствующих услуг по назначению, включая, но не ограничивая, введение в заблуждение или манипуляцию в отношении настоящего Соглашения, правил Игры, игровой механики, Положений о частной информации, или Условий Использования.|б) Неправомерно использовать Продукт;|в) Использовать Продукт, преднамеренно или неумышленно, нарушая любое действующее законодательство или нормативные акты, или способствовать нарушению любого действующего законодательства или регулирований;|г) Неправомерно модифицировать игровой или серверный код (читы, хаки), использовать недоработки игровой механики (эксплойты, баги), использовать или пытаться использовать программное обеспечение для автоматизации игрового процесса (боты, моды) или несанкционированное стороннее программное обеспечение, направленное на изменение или вмешательство в Продукт или Игровую среду Gaijin;|д) Разрушать, выводить из строя, помогать или содействовать разрушению или выводу из строя (1) любой компьютер или сервер, используемый для поддержки Продукта и связанных с ним услуг, Сайт Gaijin или любое Игровое окружение Gaijin (каждый из которых именуется \"Сервер”); или (2) пользование Продуктом любым другим лицом;"
"eula1_text_7"	"|е) Организовывать, помогать или принимать участие в любых видах атак, включая, без ограничения, распространение вирусов, атак, направленных на отказ обслуживания продукта или Игрового окружения, и другие попытки сорвать предоставление Услуг; или|ж) Использовать Продукт для размещения материалов или любой информации, которая является оскорбительной, угрожающей, непристойной, дискредитирующей, клеветнической, или задевающей расовые, половые, религиозные взгляды, или иной информации, нежелательной или оскорбительной, в том числе, помимо прочего, символа нацизма, как свастика или любого другого знака, связанного с нацистской партией или любого другого продвижения нацистской идеологии, а также создавать или менять прозвища в игре (Nicknames, никнеймы) на имена нацистских лидеров и нацистских преступников, а также лидеров экстремистских организаций;|з) Использовать Продукт для размещения любой личной информации третьих лиц (адрес, номер телефона и т.д.) без согласия этих третьих лиц, или содержащей изображение обнаженного тела, чрезмерное насилие или оскорбительный материал, а также информацию содержащую ссылку на подобного рода материалы;|и) Использовать Продукт или его части в коммерческих целях, включая, но, не ограничиваясь: (1) для взаимодействия или содействия коммерческой рекламе или коммерческим предложениям, или (2) для сбора и передачи виртуальных внутри-игровых предметов;|k) Использовать продукт или его части для выполнения услуг в игре, таких как выравнивание энергии или услуг по сбору предметов, в обмен на оплату за обслуживание;|л) Использовать Продукт для передачи несанкционированной информации, включая, без ограничения, неинформативные письма, нежелательную почту, письма, спам и любые материалы, которые способствуют вредоносным программам, шпионским и загружаемым элементам; а также;"
"eula1_text_8"	"|м) Использовать, содействовать, создавать или поддерживать любые несанкционированные соединения с Продуктом, включая, без ограничений (1) любое подключение к любому несанкционированному серверу, который эмулирует или пытается эмулировать любую часть Продукта, или (2) подключение с использованием программ, специализированного инструментария, программного обеспечения, неодобренных Gaijin.|| ||2.Предоставление ограниченной лицензии.||2.1 Лицензия. Gaijin предоставляет Вам неэксклюзивную и непередаваемую лицензию на хранение, загрузку, установку, запуск и отображение (в совокупности \"Использование” или \"Использовать”) Продукта на определенном (в соответствии с типом лицензии) количестве компьютеров, или других электронных устройств, для которых предназначено программное обеспечение (каждое из устройств именуется \"Клиентским Устройством\"), в соответствии с условиями указанными в соответствующих счет-фактурах Продукта (\"Лицензия”), и Вы тем самым соглашаетесь и принимаете эту лицензию в соответствии со следующими условиями: Лицензия персонального использования. Продукт лицензируется Вам по Персональной лицензии использования, в соответствии условиями настоящего Соглашения, Положением о частной информации и Условиями Использования. У Вас есть право на работу с одной (1) копией указанной версии Продукта и только для личного использования, в рамках одного (одновременно) Клиентского Устройства. Для целей настоящего Соглашения \"личное пользование\" означает личное некоммерческое использование и исключает какие бы то ни было коммерческие цели, в том числе, без ограничений: маркетинг, рекламу и рекламные материалы, услуги от имени клиента, работодателя, работника или для Вашей же выгоды, любые продукты, которые являются коммерчески распространяемыми, вне зависимости от оплаты, любые материалы или услуги для продажи или для которых оплачены какие-либо сборы или выплаты."
"eula1_text_9"	"||2.2 Срок действия и прекращение Соглашения. Время действия данного Соглашения (\"Срок”) начинается с момента загрузки или установки Продукта (в зависимости, что наступит раньше) и будет продолжаться бессрочно или в соответствии со сроком, указанным в данной лицензии, что указано ниже. Gaijin может расторгнуть данное Соглашение, предложив Вам новый вариант Соглашения для Продукта, его Нового Выпуска или Обновления, при этом Вы можете продолжать пользоваться Продуктом, если Вы принимаете условия нового варианта Соглашения. Данное Соглашение может быть расторгнуто Gaijin в одностороннем порядке немедленно и без уведомления, если Вы не будете соблюдать Ваши обязанности по данному Соглашению. Не ограничивая любые иные права, действие настоящего Соглашения прекращается автоматически, если Вы не соблюдаете любое из ограничений или требований, описанных в настоящем документе. В случае расторжения или истечения срока действия настоящего Соглашения, Вы обязаны немедленно прекратить Использование и работу с Продуктом и уничтожить все его копии.||2.3 Прекращение прав после расторжения. После расторжения этого Соглашения вы не будете иметь право использовать Продукт для любых целей.||2.4 Существенность условий. Вы соглашаетесь с тем, что все положения в Разделе 2 являются существенными и обязательными, и нарушение Вами этих положений будет являться достаточным поводом для расторжения Соглашения компанией Gaijin, а также отзыва Лицензии, выданной с соответствии с данным Соглашением. Наличие данного положения не является фактором, определяющим существенность любых других положений или факт расторжения данного Соглашения любой из участвующих сторон."
"eula1_text_PS4"	"http://gaijindistribution.com/ru/eula"
"eula1_text_XBONE"	"http://gaijindistribution.com/ru/eula"
"eula_concoles"	"Для продолжения изучите и примите Пользовательское соглашение.||gaijindistribution.com/ru/eula"
"I_agree"	"Я СОГЛАСЕН"
"license_wnd_header"	"ЛИЦЕНЗИОННОЕ СОГЛАШЕНИЕ"
"license_wnd_header_privacy_policy"	"Политика конфиденциальности"
"license_wnd_header_terms_of_use"	"Условия использования"
"license_wnd_title"	" "
"Login_license"	"Лицензия"
"Login_privacy"	"Персональные данные"
"privacy_policy_text_10"	"|5.2.2. Подробности использования сервиса Яндекс.Метрика. В Играх и на Веб-сайте используется сервис веб-аналитики Яндекс.Метрика, предоставляемый компанией Yandex Oy Limited Company - Moreenikatu 6, 04600 Mantsala, Finland (далее — Яндекс). Сервис Яндекс.Метрика использует технологию 'cookie' — небольшие текстовые файлы, размещаемые на устройстве пользователей с целью анализа их пользовательской активности. Собранная при помощи cookie информация не может идентифицировать Вас, однако может помочь нам улучшить работу наших Игр и Веб-сайта. Информация об использовании Вами Игр и Веб-сайта, собранная при помощи cookie, будет передаваться Яндексу и храниться на сервере Яндекса в ЕС и Российской Федерации. Яндекс будет обрабатывать эту информацию для оценки использования Вами Игр и Веб-сайта, составления для нас отчетов о деятельности наших Игр и Веб-сайта, и предоставления других услуг. Яндекс обрабатывает эту информацию в порядке, установленном в условиях использования сервиса Яндекс.Метрика. Вы можете отказаться от использования файлов cookie, выбрав соответствующие настройки в браузере. Также вы можете использовать инструмент — $url href=\"https://yandex.ru/support/metrika/general/opt-out.html\" text=\"yandex.ru/support/metrika/general/opt-out\"$. Однако это может повлиять на работу некоторых функций Игры и Веб-сайта. Используя наши Игры и Веб-сайт, Вы соглашаетесь на обработку данных о Вас Яндексом в порядке и целях, указанных выше.||5.3. Рекламные партнеры. Мы можем предоставлять нашим рекламным партнерам некоторые обезличенные пользовательские данные, необходимые для передачи рекламных объявлений, учета оказанных рекламных услуг."
"privacy_policy_text_11"	"|5.4. Партнеры, оказывающие услуги по отслеживанию наших рекламных объявлений. В некоторых случаях мы разрешаем нашим партнерам отслеживать число показов, установок и других показателей эффективности наших объявлений, для чего они вправе обрабатывать некоторые необходимые Ваши пользовательские данные. Компания Facebook находится в числе таких партнеров. Ознакомьтесь с политикой конфиденциальности компании Facebook - $url href=\"https://www.facebook.com/privacy/explanation\" text=\"www.facebook.com/privacy/explanation\"$.||5.5. Партнеры по оперированию. Мы можем предоставлять все и любые Ваши пользовательские данные нашим партнерам, предоставляющим следующие услуги в объеме, необходимом для оказания соответствующей услуги: |(а) хостинг, |(б) поддержка игроков, |(в) тестирование Игр и связанных с ними сервисов, |(г) проведение статистических и маркетинговых исследований, анализа информации.||5.6. Партнеры, предоставляющие сервис двухфакторной аутентификации. Мы можем предоставлять Ваши данные (такие, как номер мобильного телефона) партнерам, предоставляющим сервис двухфакторной аутентификации.||5.7. Платежные партнеры/лицензиаты. При совершении Вами покупки в официальном онлайн-магазине $url href=\"https://store.gaijin.net\" text=\"store.gaijin.net\"$ мы передаем нашим платежным партнерам ID игрока и сумму платежа. В некоторых случаях мы передаем лицензиатам, помогающим нам в осуществлении оперирования Игрой и получения платежей Ваш адрес электронной почты, никнейм, IP-адрес и дату регистрации в Игре."
"privacy_policy_text_12"	"|5.8. Партнеры по защите от мошенничества и нечестной игры. Мы используем разные службы защиты от нечестной игры, в том числе службу EasyAntiCheat (далее 'EasyAntiCheat'), которую предоставляет сторонний поставщик, оказывающий нам услуги. У EasyAntiCheat и иных подобных служб есть клиентское программное обеспечение ('Клиент'), встроенное в Игры (где применимо). При каждом новом запуске Игры Клиент автоматически скачивает и устанавливает на устройстве игрока последнюю версию службы. При запуске Программы на устройстве игрока EasyAntiCheat и подобные службы следит за устройством игрока, анализируя данные Игры и сканируя память устройстве игрока с целью обнаружения и предотвращения нечестной игры ('Цель'). Для выполнения Цели EasyAntiCheat и подобные службы собирают данные о методах нечестной игры, используемых в Игре ('Данные'). Устанавливая, копируя или используя Игры любым иным способом, вы соглашаетесь с тем, что EasyAntiCheat и иные подобные службы могут собирать, хранить, передавать и публиковать Данные для выполнения Цели. Вы также признаете и соглашаетесь с тем, что обработка Easy Anti-Cheat (а также другой аналогичной услуги) ваших данных включает автоматическое принятие решений, которое может иметь значительные последствия для Вас, поскольку Вы можете быть заблокированы в Игре, если Вы будете признаны нарушающими правила игры. Данные будут использоваться исключительно для выполнения Цели, в том числе для поиска и блокировки играющих нечестно игроков, анализа их поведения и программ для нечестной игры, предоставления информации о таких программах партнерам EasyAntiCheat и подобных служб и других подобных действий. Больше информации о защите информации со стороны EasyAntiCheat вы найдете в положении о конфиденциальности EasyAntiCheat по адресу $url href=\"https://www.easyanticheat.net/privacy\" text=\"easyanticheat.net/privacy\"$. "
"privacy_policy_text_13"	"|5.9. Приобретатели прав, покупатели компании. В случае отчуждения исключительных прав на Игру, передачи прав оперирования (использования) Игры другому оператору, продажи компании Gaijin Network Ltd. или ее слияния с другой компанией мы праве передавать Ваши пользовательские данные приобретателю исключительных прав на Игру, новому оператору, покупателю компании Gaijin Network Ltd. или новому юридическому лицо, образованному в результате слияния Gaijin Network Ltd. с другой компанией, соответственно, без получения от Вас дополнительного согласия.||5.10. Аффилированные компании. Мы как международная компания, осуществляющая деятельность по всему миру, вправе передавать все и любые Ваши пользовательские данные для обработки нашим аффилированным (контролирующим нас, находящимся под нашим контролем или совместно с нами находящимися под контролем одних и тех же лиц), дочерним и зависимым компаниями, при этом мы предпринимаем разумные меры по обеспечению конфиденциальности Ваших пользовательских данных.||В будущем мы вправе заключать контракты с другими партнерами, мы приложим все разумные усилия для своевременного обновления перечня типов наших партнеров в этой Политике конфиденциальности не реже, чем 1 раз в полгода, или чаще в случае существенного изменения нашей практики обработки данных.||Мы работаем по всему миру, и поэтому можем передавать Ваши пользовательские данные нашим партнерам в страны, расположенные как в странах Европейского Союза и Европейской Экономической Зоны, так и за их пределами. При каждой передаче Ваших пользовательских данных за пределы Европейского Союза и Европейской Экономической Зоны, мы предпринимаем разумные меры по обеспечению конфиденциальности Ваших пользовательских данных, в том числе заключаем стандартные контрактные условия о передаче данных, принятых Европейской Комиссии, с партнерами, расположенными за пределами Европейского Союза и Европейской Экономической Зоны (копия которых может быть предоставлена по запросу)."
"privacy_policy_text_14"	"||6. ВАШИ ПРАВА|6.1. Право доступа. Вы вправе с разумной периодичностью запрашивать у нас информацию о хранении нами Ваших персональных данных либо копию сохраненных Ваших персональных данных. Для этого Вам следует направить запрос в нашу службу поддержки $url href=\"https://support.gaijin.net/hc/ru\" text=\"support.gaijin.net/hc/ru\"$ и следовать предоставленным инструкциям либо сделать такой запрос непосредственно в Вашем личном кабинете (где доступно). Обратите внимание, что в некоторых случаях для выполнения запроса мы вправе запросить у Вас некоторые дополнительные сведения, необходимые для идентификации Вас в качестве нашего пользователя. Мы обязуемся бесплатно выполнить Ваш запрос в срок, не превышающий одного (1) месяца с момента получения от Вас запроса, при этом в некоторых случаях, предусмотренных законом, этот срок может быть продлен до двух (2) месяцев. Мы вправе отказать Вам в реализации этого права или запросить выплату разумного вознаграждения, в случае если Ваш запрос не имеет явного обоснования или в случае, если Вы направляете нам подобные запросы слишком часто."
"privacy_policy_text_15"	"|6.2. Право на отказ от получения персонализированной рекламы и сообщений прямого маркетинга.|6.2.1. Вы можете в любой момент изменить настройки Вашего браузера и отказаться от использования на Вашем устройстве аналитических файлов 'cookie', используемых для персонализации рекламных предложений для Вас, в соответствии с рекомендациями, данными в разделе 10.|6.2.2. Вы вправе также самостоятельно настраивать сбор нашими Партнерами по статистике и аналитике данных о Вас в соответствии с инструкциями, содержащимися в п. 5.2.|6.2.3. Мы вправе направлять Вам целевые внутриигровые предложения, основываясь на анализе имеющихся у нас Ваших пользовательских данных (в основном данных о Вашей внутрииигровой активности) в соответствии с определенными алгоритмами. Указанные предложения не затрагивают существенным образом ваши права и интересы, они предназначены для предоставления Вам своевременных и интересных для Вас, на наш взгляд, предложений. Однако если Вы хотите отказаться от получения целевых внутриигровых предложений от нас, сообщите об этом в нашу службу поддержки $url href=\"https://support.gaijin.net/hc/ru\" text=\"support.gaijin.net/hc/ru\"$ или откажитесь от их получения в Вашем личном кабинете (где доступно).||6.2.4. Мы вправе направлять Вам сообщения прямого маркетинга посредством рассылок на Ваш адрес электронной почты, как указано в п. (2) раздела 3. Вы вправе отписаться от таких рассылок, следуя инструкциям, предоставленным в электронном письме, полученном от нас. Обратите внимание, что Ваш отказ от получения от нас сообщений прямого маркетинга, не влечет прекращение направления Вам электронных писем, указанных в п. 1 (з) раздела 3."
"privacy_policy_text_16"	"|6.3. Право на уточнение неточных данных. Вы вправе в любой момент запросить уточнение неточных персональных данных. Если какие-либо Ваши персональные данные, обрабатываемые нами, стали для Вас неактуальными, сообщите об этом в нашу службу поддержки $url href=\"https://support.gaijin.net/hc/ru\" text=\"support.gaijin.net/hc/ru\"$. Обратите внимание, что в некоторых случаях для выполнения запроса мы вправе запросить у Вас некоторые дополнительные сведения, необходимые для идентификации Вас в качестве нашего пользователя. Мы обязуемся бесплатно выполнить Ваш запрос об уточнении данных в срок, не превышающий одного (1) месяца с момента получения от Вас запроса и дополнительных сведений, запрошенных нами, в некоторых случаях, предусмотренных законом, этот срок может быть продлен до двух (2) месяцев. Мы вправе отказать Вам в реализации этого права или запросить выплату разумного вознаграждения, в случае если Ваш запрос не имеет явного обоснования или в случае, если Вы направляете нам подобные запросы слишком часто."
"privacy_policy_text_17"	"|6.4. Право на удаление данных. Вы вправе запросить удаление Ваших персональных данных, направив нам соответствующее уведомление в нашу службу поддержки $url href=\"https://support.gaijin.net/hc/ru\" text=\"support.gaijin.net/hc/ru\"$ либо выполнив соответствующий запрос в Вашем личном кабинете (где доступно). Обратите внимание, что в некоторых случаях для выполнения запроса мы вправе запросить у Вас некоторые дополнительные сведения, необходимые для идентификации Вас в качестве нашего пользователя. Мы обязуемся бесплатно выполнить Ваш запрос об удалении данных в срок, не превышающий одного (1) месяца с момента получения от Вас запроса и дополнительных сведений, запрошенных нами, в некоторых случаях, предусмотренных законом, этот срок может быть продлен до двух (2) месяцев. Обратите внимание, что выполнение запроса об удалении Ваших персональных данных приведет к удалению игрового аккаунта и/или к тому, что все связанные с вашим игровым аккаунтом игровые результаты и игровой прогресс будут безвозвратно утеряны, поэтому учитывайте это обстоятельство при принятии решения об удалении данных. Обратите также внимание на то, что удаление приложения с Игрой из памяти Вашего устройства не влечет автоматически удаление Ваших персональных данных на наших игровых серверах. Мы вправе продолжать хранить некоторые Ваши пользовательские данные даже после выполнения Вашего запроса об удалении данных, если (1) мы обязаны делать это для выполнения требований применимого закона, или (2) Ваши пользовательские данные были анонимизированы и тем самым больше не являются вашими персональными данными."
