"2STEP_AUTHORIZATION_ENABLED"	"您的帳號受到保護"
"GARAGE_LEVEL_PROGRESS_BTN"	"完成度"
"GARAGE_LEVIATHAN_GET_REWARD"	"領取獎勵"
"GARAGE_LEVIATHAN_HINT"	"製造一台巨大的戰爭機器，讓其他玩家與它對抗。"
"GARAGE_LEVIATHAN_LOSSES"	"失敗："
"GARAGE_LEVIATHAN_RETURN"	"返回"
"GARAGE_LEVIATHAN_SEND"	"部署"
"GARAGE_LEVIATHAN_SLOT"	"鋼鐵巨獸"
"GARAGE_LEVIATHAN_TIME_LEFT"	"剩餘時間：$time_left$"
"GARAGE_LEVIATHAN_WAITING_REWARD"	"已完成"
"GARAGE_LEVIATHAN_WINS"	"勝利："
"GARAGE_MISSION"	"選擇任務"
"GARAGE_NOTIFICATIONS"	"通知"
"GARAGE_PLAY"	"加入戰鬥"
"GARAGE_PREVIEW_BTN"	"試駕"
"GARAGE_PREVIEW_TOOLTIP"	"測試原型。"
"GARAGE_QUESTLOG"	"挑戰"
"GARAGE_QUESTS"	"任務"
"GARAGE_REPAIR"	"修理"
"GARAGE_REQUIRE_LEVEL"	"需要等級達到$level$"
"GARAGE_SEASON_QUESTS"	"挑戰任務"
"GARAGE_SHOP"	"商店"
"GARAGE_SHOP_TOOLTIP"	"特殊物品"
"GARAGE_SHOW_WELD_POINTS"	"顯示焊接點"
"GARAGE_SLOT_NO_CABIN"	"需要座艙"
"GARAGE_SOCIAL_BTN"	"社交"
"GARAGE_SPEED_TOOLTIP"	"載具能達到的最高速度。取決於所使用的座艙，引擎和輪胎/履帶。此外，若載具超重則速度將明顯降低。"
"GARAGE_STAMINA_TRANSFUSION_NO_GASOLINE"	"燃料不足，可通過戰鬥獲得或於市場購買。"
"GARAGE_SUBMENU_AUCTION"	"市場"
"GARAGE_SUBMENU_CRAFTSMAN_LIST"	"任務中心"
"GARAGE_SUBMENU_QUEST"	"任務"
"GARAGE_SUBMENU_WORKPLACE"	"工作平台"
"GARAGE_TIP_KEY_DELETE"	"按@ffff9900$key$@ffffffff鍵刪除部件"
"GARAGE_TIP_KEY_FREE_HANDS"	"按@ffff9900$key$@ffffffff鍵解放雙手"
"GARAGE_TIP_KEY_INVENTORY"	"按@ffff9900$key$@ffffffff鍵打開功能表選擇部件"
"GARAGE_TIP_KEY_MOVE"	"按@ffff9900$key$@ffffffff鍵移動部件"
"GARAGE_TIP_KEY_MOVE_CAMERA"	"按@ffff9900$key$@ffffffff鍵移動鏡頭"
"GARAGE_TIP_KEY_PIPETTE"	"按@ffff9900$key$@ffffffff鍵選取部件"
"GARAGE_TIP_KEY_PREVIEW"	"按@ffff9900$key$@ffffffff鍵預覽戰車"
"GARAGE_TIP_KEY_ROTATE"	"按@ffff9900$key$@ffffffff鍵轉向"
"GARAGE_TIP_KEY_SHOW_WELDPOINT"	"按住@ffff9900$key$@ffffffff鍵高亮顯示焊接點"
"GARAGE_TIP_KEY_UNDO"	"按@ffff9900$key$@ffffffff鍵撤銷上一次操作"
"GARAGE_TIP_KEY_WELD"	"按@ffff9900$key$@ffffffff鍵放置部件"
"GARAGE_TIP_NO_CABIN"	"載具需要座艙。"
"GARAGE_TIP_NO_CHASSIS"	"從搭建框架開始製造載具。"
"GARAGE_TITLE"	"車庫箱子："
"GARAGE_TOTAL_MASS_TOOLTIP"	"當前/最大載具重量。"
"GARAGE_TO_INV_HINT"	"倉庫"
"GARAGE_UNLOCK_MSG"	"等級達到$level$級時解該車庫箱。"
"GARAGE_UR_TOOLTIP"	"載具總得分來自所有已經安裝的部件，每個部件的得分通常是由它在實戰中的效果來決定的。"
"GARAGE_USERLEVEL_TITLE"	"Level："
"GARAGE_VILLAGE"	"營地"
"GARAGE_WORKPLACE_BTN"	"修理"
"GEAR_LEVEL"	"部件"
"GEAR_TITLE"	"部件"
"GEAR_UNIT"	"個"
"GiftCard_Reward"	"你獲得了"
"GiveawayWnd_no_rerolls_left"	"無法使用"
"GIVEAWAY_ATTACH_TITLE"	"你已獲得："
"GIVEAWAY_BTN"	"立即打開！"
"GIVEAWAY_MSG"	"你獲得了一件禮物！"
"GoldEventQuest_desc"	"獲得15場普通PVP勝利。"
"GoldEventQuest_name"	"賞金聯賽"
"GOLD_PACK_150_GOLD_Desc"	"包含150遊戲金幣。"
"GOLD_PACK_1650_GOLD_Desc"	"包含1650遊戲金幣。"
"GOLD_PACK_1650_GOLD_Name"	"1650金幣包"
"GOLD_PACK_2500_GOLD_Desc"	"包含2500遊戲金幣。"
"GOLD_PACK_3500_GOLD_Desc"	"包含3500遊戲金幣。"
"GOLD_PACK_350_GOLD_Desc"	"包含350遊戲金幣。"
"GOLD_PACK_350_GOLD_Name"	"350金幣包"
"GOLD_PACK_7500_GOLD_Desc"	"包含7500遊戲金幣。"
"GOLD_PACK_7500_GOLD_Name"	"7500金幣包"
"GOLD_PACK_875_GOLD_Desc"	"包含875遊戲金幣。"
"GOLD_PACK_875_GOLD_Name"	"875金幣包"
"GRADE_TITLE"	"Level："
"Greatescape_KeepMoving_nomads_text"	"不要太早慶祝，到處都是危險，走得越遠，就越艱難"
"halloween_quest_1_desc"	"完成10場戰鬥"
"halloween_quest_1_name"	"沉睡山谷"
"HANGAR_ACTIVATE_TEMPORARY_ITEM"	"是否使用限時道具？"
"HANGAR_BLUEPRINTS_TOOLTIP"	"你可以在這裡試駕和創造戰車，還可以把自己的設計圖分享到戰車博物館哦。"
"HANGAR_BONUS_EXP_DRIVER"	"駕駛員：$driverName$聲望加成+$val$%"
"HANGAR_BONUS_EXP_TITLE"	"@ffff9f00聲望加成@ffffffff"
"HANGAR_CAFE_BONUS_TOOLTIP"	"@ffff9f00網咖特權加成@ffffffff|聲望獲得速度提升$cafeBonus$%"
"HANGAR_CARINFO_TOOLTIP"	"完整展示戰車參數資訊"
"HANGAR_CARSLOT_TOOLTIP"	"用於組裝戰車的車庫"
"HANGAR_CLAN_TOOLTIP"	"加入戰隊/查看當前戰隊資訊。"
"HANGAR_CLEAR_CAR_WARNING"	"確認分解該載具嗎？所有部件都將被存放在倉庫中。"
"HANGAR_DAILY_BONUS_LIMIT_EXPIRED"	"@ffff9f00精力充沛@ffffffff聲望獎勵將在$time$後恢復，你將可以再次開始獲得額外聲望"
"HANGAR_DAILY_BONUS_TOOLTIP"	"@ffff9f00精力充沛@ffffffff|保持精力充沛是非常重要的！當你充分休息後，你將獲得$dailyBonus$%的額外戰鬥聲望加成。 |今日聲望加成：|$curExp$/$expCap$"
"HANGAR_DAYLY_TOOLTIP"	"每日任務：獲得鐵的可靠方法"
"Hangar_event_banner"	"限時任務"
"Hangar_event_banner_details"	"詳情"
"Hangar_event_banner_time_left"	"剩餘時間： $time$"
"HANGAR_EVENT_DAILY_BONUS_TOOLTIP"	"+$battleBonus$%"
"HANGAR_EVENT_EXP_BONUS_TOOLTIP"	"@ffff9f00活動加成@ffffffff|活動期間，你可獲得$expBonus$%額外聲望加成。"
"HANGAR_FRIENDS_TOOLTIP"	"好友及黑名單"
"HANGAR_LEVISLOT_TOOLTIP"	"用於組裝鋼鐵巨獸的車庫"
"HANGAR_LOCKED_BY_TUTORIAL"	"按照指引解鎖此按鈕。"
"HANGAR_LOW_LEVEL_BONUS_TOOLTIP"	"@ffff9f00精力充沛加成@ffffffff|保持精力充沛是成功的關鍵，充分休息後，你將獲得400%的聲望獲得加成。|在工程師等級到達$restedBonusTillLevel$級前，你將一直擁有精力充沛加成狀態。"
"HANGAR_MENU_TOOLTIP"	"遊戲選單。"
"HANGAR_MONEY_TOOLTIP"	"儲值金幣"
"HANGAR_PREMIUM_EXP_BONUS_TOOLTIP"	"\"@ffff9f00掃描器運作中@ffffffff|可以獲得$expBonus$%的聲望加成、一個特殊的每日任務以及提升資源上限。|"
"HANGAR_PROFILE_TOOLTIP"	"玩家統計"
"HANGAR_QUESTS_TOOLTIP"	"你可以在這裡查看活動任務並獲得完成任務的獎勵"
"HANGAR_SEASON_TOOLTIP"	"工程師等級達到Lv.$lvl$可解鎖挑戰任務。"
"HANGAR_STAMINA_TOOLTIP"	"添加燃料。燃料每隔24小時會自動補滿。"
"HANGAR_TABS_Base_TOOLTIP"	"無私的廢土住民"
"HANGAR_TABS_Frenzied_TOOLTIP"	"廢土狂人幫"
"HANGAR_TABS_Military_TOOLTIP"	"特別行動隊"
"HANGAR_TABS_Scavengers_TOOLTIP"	"廢土戰鬥者"
"HANGAR_TABS_Scientists_TOOLTIP"	"科技的天才"
"HANGAR_TABS_Traders_TOOLTIP"	"廢土科學家"
"HANGAR_TAB_CLAN"	"戰隊"
"HANGAR_TAB_CLAN_LEADERBOARD"	"排行榜"
"HANGAR_TAB_CLAN_LEADERBOARD_TOOLTIP"	"戰隊排行"
"HANGAR_TAB_CLAN_TOOLTIP"	"戰隊名單及管理"
"HANGAR_TAB_CUSTOM_GAME_LOBBY"	"自訂比賽"
"HANGAR_TAB_DRIVERS"	"駕駛員"
"HANGAR_TAB_EXHIBITION"	"戰車"
"HANGAR_TAB_EXHIBITION_LEVIATHAN"	"鋼鐵巨獸"
"HANGAR_TAB_EXHIBITION_LEVIATHAN_TOOLTIP"	"鋼鐵巨獸設計圖"
"HANGAR_TAB_EXHIBITION_LIKED"	"贊"
"HANGAR_TAB_EXHIBITION_LIKED_TOOLTIP"	"喜歡的設計圖"
"HANGAR_TAB_EXHIBITION_OWNED"	"我的分享"
"HANGAR_TAB_EXHIBITION_OWNED_TOOLTIP"	"擁有原型圖"
"HANGAR_TAB_EXHIBITION_TOOLTIP"	"戰車設計圖"
"HANGAR_TAB_FACTION_MAIN"	"陣營"
"HANGAR_TAB_FUSION"	"合成"
"HANGAR_TAB_INVENTORY"	"部件"
"HANGAR_TAB_INVENTORY_TOOLTIP"	"儲存的零件可以放在車輛上、販售、分解或用於生產新物品"
"HANGAR_TAB_LADDER_LEADERBOARD"	"天梯排行"
"HANGAR_TAB_PROFILE_ACHIEVEMENTS"	"勳章"
"HANGAR_TAB_PROFILE_ACHIEVEMENTS_TOOLTIP"	"戰鬥成就"
"HANGAR_TAB_PROFILE_ACHIEVEMENTS_XBONE"	"勳章"
"HANGAR_TAB_PROFILE_AVATAR"	"頭像"
"HANGAR_TAB_PROFILE_AVATAR_TOOLTIP"	"玩家頭像"
"HANGAR_TAB_PROFILE_BATTLELOG"	"比賽歷史"
"HANGAR_TAB_PROFILE_BATTLELOG_TOOLTIP"	"歷史戰鬥結果"
"HANGAR_TAB_PROFILE_MEDALS"	"貼紙"
"HANGAR_TAB_PROFILE_MEDALS_TOOLTIP"	"戰鬥成就獎勵"
"HANGAR_TAB_PROFILE_PROGRESS"	"物品手冊"
"HANGAR_TAB_PROFILE_PROGRESS_TOOLTIP"	"物品解鎖進度"
"HANGAR_TAB_PROFILE_SELF_STATISTICS"	"戰鬥報告"
"HANGAR_TAB_QUESTS"	"任務"
"HANGAR_TAB_QUESTS_CRAFT"	"工作平台"
"HANGAR_TAB_SEASON_QUEST"	"挑戰任務"
"HANGAR_TAB_SHOP"	"禮包"
"HANGAR_TAB_SHOP_GOLD_PACKS"	"金幣"
"HANGAR_TAB_SHOP_GOLD_PACKS_TOOLTIP"	"《創世戰車》流通貨幣"
"HANGAR_TAB_SHOP_KITS"	"禮包"
"HANGAR_TAB_SHOP_KITS_TOOLTIP"	"特殊戰車增援包"
"HANGAR_TAB_SHOP_RECOMMENDED"	"推薦"
"HANGAR_TAB_SHOP_RECOMMENDED_TOOLTIP"	"最受歡迎"
"HANGAR_TAB_WORKPLACE_REPAIR"	"修理"
"HANGAR_WEAPONLIST_TOOLTIP"	"武器控制系統。"
"HANGAR_WEAPON_LIST_EMPTY"	"未安裝任何武器"
"HANGAR_WEAPON_LIST_TITLE"	"武器快速鍵（點擊選擇）"
"HEALTH_TITLE"	"耐久度"
"HINT_TEXT_BLUEPRINT_OPEN"	"點擊\"設計圖\"按鈕"
"HINT_TEXT_BLUEPRINT_SAVE"	"你可以再次保存和載入設計圖。|點擊設計圖欄位來保存設計圖。"
"HINT_TEXT_BLUEPRINT_TO_FACTION_TAB"	"在\"陣營\"介面可顯示不同等級的設計圖獎勵。"
"HINT_TEXT_BLUEPRINT_TO_USER_TAB"	"打開\"已存設計圖\"標籤。"
"HINT_TEXT_CAREDITOR_SAVE_BLUEPRINT"	"你可以隨時在設計圖庫中載入我的設計圖及陣營設計圖。"
"HINT_TEXT_FACTION_ACCEPT_FACTION"	"加入此陣營後，你可以隨時切換至其他陣營。"
"HINT_TEXT_FACTION_CHOOSE_FACTION"	"選擇想要加入的陣營"
"HINT_TEXT_FACTION_TO_FACTION"	"打開\"陣營\"頁面，選擇你想加入的陣營"
"HINT_TEXT_HUD_TUTORIAL_CAMERA_MOUSE_ROTATE"	"使用滑鼠控制鏡頭，瞄準螢幕中標記的地方。"
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE"	"使用右搖杆改變鏡頭位置，使用準星瞄準。"
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE_PS4"	"使用右搖杆調整鏡頭，使用鏡頭中心的准心瞄準。"
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE_XBONE"	"使用右搖杆調整鏡頭，使用鏡頭中心的准心瞄準。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_BINDS"	"按@ffff9900$forward$@ffffffff前進，@ffff9900$backward$@ffffffff倒車。按@ffff9900$turnLeft$@ffffffff鍵和@ffff9900$turnRight$@ffffffff鍵改變戰車行徑方向。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2"	"按下$key$鍵開始移動，按$texture name Key_xinput_lt ignoreFontSize$倒退。使用左搖杆改變方向，請沿著標記前進。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_ALT"	"按住@ffff9900$key$@ffffffff前進，按 @ffff9900$texture name Key_xinput_rb ignoreFontSize$@ffffffff後退。使用左搖杆調整方向，向標記地點前進。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_ALT_PS4"	"按@ffff9900$key$@ffffffff鍵向前移動，按$texture name Key_psinput_r1 ignoreFontSize$後退。使用左搖杆改變方向，向目的地區域移動。 "
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_ALT_XBONE"	"按@ffff9900$key$@ffffffff前進$texture name Key_xinput_rb ignoreFontSize$後退。使用左搖杆控制方向，朝目標地點前進。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_PS4"	"按下$key$鍵開始移動，按$texture name Key_psinput_l2 ignoreFontSize$倒退。使用左搖杆改變方向，請沿著標記前進。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_XBONE"	"按下@ffff9900$key$@ffffffff鍵開始移動，按$texture name Key_xinput_lt ignoreFontSize$倒退。使用左搖杆改變方向，請沿著標記前進。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK"	"推下左搖杆開始移動，使用左搖杆改變方向，向標誌物移動。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK_PS4"	"使用左搖杆向任意方向移動，穿過標誌物。"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK_XBONE"	"推下左搖杆開始移動，使用左搖杆改變方向，向標誌物移動。"
"HINT_TEXT_HUD_TUTORIAL_DESTROY_REMAINS"	"敵人不會站著不動，所以最好學會如何在移動中射擊。摧毀所有敵人！"
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE"	"前推左搖杆前進。左右移動搖杆改變行徑方向，開往目標地點。"
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE_PS4"	"使用右搖杆調整鏡頭，使用鏡頭中心的准心瞄準。"
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE_XBONE"	"使用右搖杆調整鏡頭，使用鏡頭中心的准心瞄準"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_BIND"	"瞄準敵方戰車，按@ffff9900$primaryFire$@ffffffff鍵使用主武器摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1"	"使用右搖杆選擇射擊方向，瞄準敵人並按下$key$，摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1_PS4"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1_XBONE"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L2"	"使用右搖杆選擇射擊方向，瞄準敵人並按下$key$，摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L2_PS4"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L2_XBONE"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2_PS4"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2_XBONE"	"使用右搖杆選擇開火方向，瞄準目標並按下$key$鍵摧毀目標。"
"HINT_TEXT_OPEN_FACTION_PROGRESS"	"點擊\"裝備（全部）\"來查看你將獲得的獎勵。"
"HINT_TEXT_OPEN_FACTION_PROGRESS_PS4"	"點擊\"裝備（全部）\"來查看你將獲得的獎勵。"
"HINT_TEXT_PVE_MAP_MISSION_SELECT"	"參與PVE可獲得用於製作部件裝備的銅。"
"HINT_TEXT_PVE_MISSION_SELECT"	"加入戰鬥！"
"HINT_TEXT_PVE_TO_BATTLE"	"在PVE模式中獲得銅。"
"HINT_TEXT_PVE_TO_PVE_TAB"	"點擊\"世界地圖\"標籤查看模式清單"
"HINT_TEXT_REPAIR_KIT_TO_FACTION"	"修理工具包已經使用完了，可以到陣營項目中找尋更多資訊"
"HINT_TEXT_SEASON_QUEST_ACCEPT"	"點擊\"開始任務\"按鈕接受任務"
"HINT_TEXT_SEASON_QUEST_CHOOSE"	"選擇一種難度，不同難度之間可隨時切換。（新手建議從簡單難度開始）"
"HINT_TEXT_SEASON_QUEST_OPEN"	"開始完成挑戰任務以獲得獎勵。"
"HINT_TEXT_TUTORIAL_BACK_TO_HANGAR"	"按@ffff9900$key$@ffffffff鍵返回車庫完成教程。"
"HINT_TEXT_TUTORIAL_CONTROL_MISSION_SELECT"	"隨著等級提升，你將解鎖更多模式，但請先完成新手訓練。"
"HINT_TEXT_TUTORIAL_CRAFT_DETAIL"	"製造部件需要消耗材料。現在，你已經可以製造一挺機槍了 — 請點擊\"製造\"按鈕試試看吧！"
"HINT_TEXT_TUTORIAL_FACTION"	"在這裡，你可以製造陣營專屬部件，查看等級獎勵及陣營專屬戰車設計圖"
"HINT_TEXT_TUTORIAL_GRAB_DETAIL"	"製造需要時間，完成後，不要忘記將物品取回倉庫"
"HINT_TEXT_TUTORIAL_MAP_CONTROL_MISSION_SELECT"	"點擊圖示選擇模式"
"HINT_TEXT_TUTORIAL_MAP_MISSION_SELECT"	"點擊圖示選擇模式"
"HINT_TEXT_TUTORIAL_MAP_PRESS_PLAY"	"點擊\"加入戰鬥\"開始遊戲"
"HINT_TEXT_TUTORIAL_MISSION_SELECT"	"隨著聲望的提高，你可以選擇多種戰鬥模式。點擊\"加入戰鬥\"進行選擇吧！"
"HINT_TEXT_TUTORIAL_OPEN_FACTION_CRAFT"	"可以通過租用陣營工作平台製造該陣營的專屬部件，請點擊\"製造\"按鈕"
"HINT_TEXT_TUTORIAL_OPEN_INVENTORY"	"按@ffff9900$key$@ffffffff鍵打開倉庫查看所有部件。"
"HINT_TEXT_TUTORIAL_OPEN_INVENTORY_MACHINEGUN"	"現在我們將第三把機槍裝在車上，按@ffff9900$key$@ffffffff鍵打開倉庫。"
"HINT_TEXT_TUTORIAL_PICK_PART"	"按@ffff9900$key$@ffffffff鍵選擇部件。"
"HINT_TEXT_TUTORIAL_PROLONGE_CRAFTSMAN"	"要製造新部件，請先租用一個工作平台。"
"HINT_TEXT_TUTORIAL_REMOVE_PART"	"按@ffff9900$key$@ffffffff鍵將部件放進倉庫。"
"HINT_TEXT_TUTORIAL_TO_BATTLE"	"點擊\"加入戰鬥\"進入戰場，獲得聲望及獎勵"
"HINT_TEXT_TUTORIAL_TO_CAR_EDITOR"	"點擊\"創造\"按鈕進入創造模式"
"HINT_TEXT_TUTORIAL_TO_CONTROL_BATTLE"	"點擊\"加入戰鬥\"開始新手訓練，在PVP模式中，你可獲得物品及聲望獎勵"
"HINT_TEXT_TUTORIAL_TO_HOME"	"點擊\"車庫\"按鈕可以在任意介面返回車庫"
"HINT_TEXT_TUTORIAL_WAIT_TILL_START"	"等待戰鬥開始"
"HINT_TEXT_TUTORIAL_WELD_PART"	"按@ffff9900$key$@ffffffff鍵將部件安裝在戰車上。"
"HINT_TITLE_BLUEPRINT_OPEN"	"設計圖"
"HINT_TITLE_BLUEPRINT_SAVE"	"保存設計圖"
"HINT_TITLE_BLUEPRINT_TO_FACTION_TAB"	"陣營設計圖"
"HINT_TITLE_BLUEPRINT_TO_USER_TAB"	"已存設計圖"
"HINT_TITLE_CAREDITOR_SAVE_BLUEPRINT"	"載入設計圖"
"HINT_TITLE_FACTION_ACCEPT_FACTION"	"加入"
"HINT_TITLE_FACTION_CHOOSE_FACTION"	"選擇陣營"
"HINT_TITLE_FACTION_TO_FACTION"	"陣營"
"HINT_TITLE_HUD_TUTORIAL_CAMERA_MOUSE_ROTATE"	"鏡頭控制"
"HINT_TITLE_HUD_TUTORIAL_CAMERA_ROTATE"	"鏡頭控制"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_BINDS"	"戰車控制"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_R2"	"戰車移動"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_R2_ALT"	"戰車移動"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_STICK"	"戰車移動"
"HINT_TITLE_HUD_TUTORIAL_DESTROY_REMAINS"	"移動射擊"
"HINT_TITLE_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE"	"戰車移動"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_BIND"	"射擊"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_L1"	"射擊"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_L2"	"射擊"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_R2"	"射擊"
"HINT_TITLE_MAP_FROM_COOP_TO_PVP"	"與其他玩家對戰"
"HINT_TITLE_OPEN_FACTION_PROGRESS"	"聲望獎勵"
"HINT_TITLE_PVE_MAP_MISSION_SELECT"	"加入PVE模式！"
"HINT_TITLE_PVE_MISSION_SELECT"	"加入戰鬥"
"HINT_TITLE_PVE_TO_BATTLE"	"銅礦的獲取"
"HINT_TITLE_PVE_TO_PVE_TAB"	"選擇模式"
"HINT_TITLE_QUESTS_OPEN"	"任務"
"HINT_TITLE_SEASON_QUEST_ACCEPT"	"挑戰任務"
"HINT_TITLE_SEASON_QUEST_CHOOSE"	"選擇難度"
"HINT_TITLE_SEASON_QUEST_OPEN"	"挑戰任務"
"HINT_TITLE_TUTORIAL_BACK_TO_HANGAR"	"回到車庫"
"HINT_TITLE_TUTORIAL_CONTROL_MISSION_SELECT"	"選擇模式"
"HINT_TITLE_TUTORIAL_CRAFT_DETAIL"	"製造部件"
"HINT_TITLE_TUTORIAL_FACTION"	"點擊此處打開陣營介面"
"HINT_TITLE_TUTORIAL_GRAB_DETAIL"	"取回部件"
"HINT_TITLE_TUTORIAL_MAP_CONTROL_MISSION_SELECT"	"選擇任務"
"HINT_TITLE_TUTORIAL_MAP_MISSION_SELECT"	"選擇任務"
"HINT_TITLE_TUTORIAL_MAP_PRESS_PLAY"	"加入戰鬥！"
"HINT_TITLE_TUTORIAL_MISSION_SELECT"	"選擇任務"
"HINT_TITLE_TUTORIAL_OPEN_FACTION_CRAFT"	"製造部件"
"HINT_TITLE_TUTORIAL_OPEN_INVENTORY"	"打開倉庫"
"HINT_TITLE_TUTORIAL_OPEN_INVENTORY_MACHINEGUN"	"安裝部件"
"HINT_TITLE_TUTORIAL_PICK_PART"	"選擇部件"
"HINT_TITLE_TUTORIAL_PROLONGE_CRAFTSMAN"	"租用工作平台"
"HINT_TITLE_TUTORIAL_REMOVE_PART"	"移除部件"
"HINT_TITLE_TUTORIAL_TO_BATTLE"	"加入戰鬥"
"HINT_TITLE_TUTORIAL_TO_CAR_EDITOR"	"改造戰車"
"HINT_TITLE_TUTORIAL_TO_CONTROL_BATTLE"	"加入戰鬥"
"HINT_TITLE_TUTORIAL_TO_HOME"	"回到車庫"
"HINT_TITLE_TUTORIAL_WAIT_TILL_START"	"準備階段"
"HINT_TITLE_TUTORIAL_WELD_PART"	"安裝部件"
"HP_UNIT"	"點"
"HUD_BOT_KICK"	"$target$已由一名玩家代替"
"HUD_CARGO_TITLE"	"爭奪物資"
"HUD_CONTROL_SELECT"	"按鍵設置成功"
"HUD_CONTROL_SELECT_MSG"	"改參數可隨時更改。"
"HUD_CONVOY_WARNING"	"卡車速度下降！"
"HUD_CONVOY_WARNING_MSG"	" 請回到卡車附近，避免卡車速度過低。"
"HUD_DEATH"	"$target$被擊敗"
"HUD_DMG_AIM_DISABLE"	"故障"
"HUD_DROP_CARGO_MSG"	"按@ffff9900$key$@ffffffff扔掉物資"
"HUD_DROP_CARGO_TITLE"	"已裝載物資"
"HUD_ENEMY_BASE"	"敵方基地"
"HUD_ENEMY_BASE_ATTACKED"	"正在佔領敵方基地"
"HUD_EVENT_ACT_ASSIST"	"被摧毀"
"HUD_EVENT_ACT_CONVOY_ATTACKING"	"敵人來襲，小心！"
"HUD_EVENT_ACT_CONVOY_COOLING"	"攻擊卡車"
"HUD_EVENT_ACT_KILLED"	"被摧毀"
"HUD_EVENT_ACT_PATROL_QUEST_FINISHED"	" "
"HUD_EVENT_ACT_PVE_GOAL_CARGO"	" "
"HUD_EVENT_ACT_PVE_GOAL_CLEAR"	"防禦成功！"
"HUD_EVENT_ACT_PVE_GOAL_TURRET"	" "
"HUD_EVENT_ACT_PVE_KILL_REWARD_TIME"	" "
"HUD_EVENT_ACT_RACE_CIRCLE_FINISHED"	" "
"HUD_EVENT_ACT_RACE_FINISHED"	" "
"HUD_EVENT_MSG_ASSIST"	"助攻"
"HUD_EVENT_MSG_BOSS_SPAWN"	"注意！首領接近中！"
"HUD_EVENT_MSG_CONVOY_ATTACKING"	"卡車武器已就緒"
"HUD_EVENT_MSG_CONVOY_COOLING"	"卡車武器冷卻中"
"HUD_EVENT_MSG_DEFENSE_STAGE1"	"第一波進攻接近中"
"HUD_EVENT_MSG_DEFENSE_STAGE2"	"第二波進攻接近中"
"HUD_EVENT_MSG_DEFENSE_STAGE3"	"最後一波進攻接近中"
"HUD_EVENT_MSG_DEFENSE_STAGE4"	"在目標處集合！"
"HUD_EVENT_MSG_DEFENSE_STAGE6"	"下輪進攻接近中！"
"HUD_EVENT_MSG_DEFENSE_STAGE7"	"收集禮物！"
"HUD_EVENT_MSG_DEFENSE_STAGE8"	"擊敗格朗！"
"HUD_EVENT_MSG_DEFENSE_STAGE9"	"禮物已奪回！"
"HUD_EVENT_MSG_KILLED"	"擊毀敵方戰車！"
"HUD_EVENT_MSG_PATROL_QUEST_FINISHED"	"完成任務！"
"HUD_EVENT_MSG_PVE_GOAL_CARGO"	"獲得物資！+$param1$秒"
"HUD_EVENT_MSG_PVE_GOAL_CLEAR"	"防禦成功！"
